,FIPS,Median_Household_Income_2018,Income_Ctg,transit_scores,Test Date,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed,After Order,pop_density,proportion_cases,log_proportion,dt_test_date,Pre Trend,Post Trend,NatLogDiff
2375,36065,54096,2,4291877081,4/10/2020,441,8869,2058,60956,1,193.7,0.214285714,-1.540445041,4/10/2020,39,16,0.051002554
2376,36065,54096,2,4291877081,4/11/2020,686,9555,4067,65023,1,193.7,0.168674699,-1.779783278,4/11/2020,40,17,0.074502527
2377,36065,54096,1,4291877081,4/12/2020,539,10094,2989,68012,1,193.7,0.180327869,-1.712978591,4/12/2020,41,18,0.05487661
2378,36065,54096,2,4291877081,4/13/2020,1127,11221,4900,72912,1,193.7,0.23,-1.46967597,4/13/2020,42,19,0.105845835
2379,36065,54096,3,4291877081,4/14/2020,833,12054,3871,76783,1,193.7,0.215189873,-1.536234508,4/14/2020,43,20,0.071609532
2380,36065,54096,2,4291877081,4/15/2020,147,12201,1568,78351,1,193.7,0.09375,-2.367123614,4/15/2020,44,21,0.012121361
2381,36065,54096,1,4291877081,4/16/2020,588,12789,4018,82369,1,193.7,0.146341463,-1.921812597,4/16/2020,45,22,0.047067511
2382,36065,54096,2,4291877081,4/17/2020,343,13132,4165,86534,1,193.7,0.082352941,-2.496741107,4/17/2020,46,23,0.026466573
2383,36065,54096,3,4291877081,4/18/2020,343,13475,2548,89082,1,193.7,0.134615385,-2.00533357,4/18/2020,47,24,0.025784117
2384,36065,54096,1,4291877081,4/19/2020,196,13671,3675,92757,1,193.7,0.053333333,-2.931193752,4/19/2020,48,25,0.014440684
2385,36065,54096,2,4291877081,4/20/2020,245,13916,6517,99274,1,193.7,0.037593985,-3.280911216,4/20/2020,49,26,0.017762456
2386,36065,54096,1,4291877081,4/21/2020,833,14749,5733,105007,1,193.7,0.145299145,-1.928960591,4/21/2020,50,27,0.058136027
2387,36065,54096,2,4291877081,4/22/2020,784,15533,8526,113533,1,193.7,0.091954023,-2.386466577,4/22/2020,51,28,0.051791509
2388,36065,54096,1,4291877081,4/23/2020,294,15827,3283,116816,1,193.7,0.089552239,-2.41293315,4/23/2020,52,29,0.018750549
2389,36065,54096,1,4291877081,4/24/2020,2009,17836,19649,136465,1,193.7,0.102244389,-2.280389361,4/24/2020,53,30,0.119501544
2390,36065,54096,2,4291877081,4/25/2020,980,18816,5488,141953,1,193.7,0.178571429,-1.722766598,4/25/2020,54,31,0.053488685
2391,36065,54096,1,4291877081,4/26/2020,637,19453,6272,148225,1,193.7,0.1015625,-2.287080906,4/26/2020,55,32,0.033293728
2392,36065,54096,2,4291877081,4/27/2020,686,20139,6468,154693,1,193.7,0.106060606,-2.243744593,4/27/2020,56,33,0.034656934
2393,36065,54096,2,4291877081,4/28/2020,539,20678,6076,160769,1,193.7,0.088709677,-2.422386293,4/28/2020,57,34,0.0264121
2394,36065,54096,1,4291877081,4/29/2020,833,21511,7105,167874,1,193.7,0.117241379,-2.143520398,4/29/2020,58,35,0.039494099
2395,36065,54096,3,4291877081,4/30/2020,588,22099,7301,175175,1,193.7,0.080536913,-2.519039656,4/30/2020,59,36,0.026967926
2396,36065,54096,1,4291877081,5/1/2020,1127,23226,9065,184240,1,193.7,0.124324324,-2.084861609,5/1/2020,60,37,0.049739982
2397,36065,54096,2,4291877081,5/2/2020,735,23961,7301,191541,1,193.7,0.100671141,-2.295896105,5/2/2020,61,38,0.031155168
2398,36065,54096,2,4291877081,5/3/2020,2989,26950,11809,203350,1,193.7,0.253112033,-1.373923069,5/3/2020,62,39,0.117555789
2399,36065,54096,2,4291877081,5/4/2020,1176,28126,12103,215453,1,193.7,0.097165992,-2.331334506,5/4/2020,63,40,0.042711118
2400,36065,54096,3,4291877081,5/5/2020,245,28371,11466,226919,1,193.7,0.021367521,-3.845883203,5/5/2020,64,41,0.008673081
2401,36065,54096,1,4291877081,5/6/2020,1470,29841,18375,245294,1,193.7,0.08,-2.525728644,5/6/2020,65,42,0.05051579
2402,36065,54096,1,4291877081,5/7/2020,539,30380,15827,261121,1,193.7,0.034055728,-3.37975705,5/7/2020,66,43,0.01790121
2403,36065,54096,2,4291877081,5/8/2020,882,31262,14504,275625,1,193.7,0.060810811,-2.799987696,5/8/2020,67,44,0.028618805
2404,36065,54096,2,4291877081,5/9/2020,1078,32340,16121,291746,1,193.7,0.066869301,-2.705015297,5/9/2020,68,45,0.033901552
2405,36065,54096,3,4291877081,5/10/2020,441,32781,13181,304927,1,193.7,0.033457249,-3.397486802,5/10/2020,69,46,0.013544225
2406,36065,54096,2,4291877081,5/11/2020,343,33124,7889,312816,1,193.7,0.043478261,-3.135494216,5/11/2020,70,47,0.010409016
2407,36065,54096,3,4291877081,5/12/2020,490,33614,19453,332269,1,193.7,0.025188917,-3.681351188,5/12/2020,71,48,0.014684552
2408,36065,54096,3,4291877081,5/13/2020,588,34202,18424,350693,1,193.7,0.031914894,-3.444682494,5/13/2020,72,49,0.017341475
2422,36067,59786,2,5107080067,3/15/2020,36,36,972,2124,0,600,0.037037037,-3.295836866,3/15/2020,13,0,0
2423,36067,59786,3,5107080067,3/16/2020,36,72,1980,4104,0,600,0.018181818,-4.007333185,3/16/2020,14,0,0.693147181
2425,36067,59786,1,5107080067,3/18/2020,108,180,3528,8172,0,600,0.030612245,-3.48635519,3/18/2020,16,0,0.916290732
2426,36067,59786,1,5107080067,3/19/2020,108,288,2160,10332,0,600,0.05,-2.995732274,3/19/2020,17,0,0.470003629
2427,36067,59786,2,5107080067,3/20/2020,324,612,4788,15120,0,600,0.067669173,-2.693124551,3/20/2020,18,0,0.753771802
2428,36067,59786,3,5107080067,3/21/2020,432,1044,5652,20772,0,600,0.076433121,-2.571339156,3/21/2020,19,0,0.534082486
2429,36067,59786,2,5107080067,3/22/2020,828,1872,19368,40140,0,600,0.042750929,-3.152364344,3/22/2020,20,0,0.583947889
2430,36067,59786,2,5107080067,3/23/2020,288,2160,4644,44784,0,600,0.062015504,-2.780370863,3/23/2020,21,0,0.143100844
2431,36067,59786,2,5107080067,3/24/2020,180,2340,4464,49248,0,600,0.040322581,-3.210843653,3/24/2020,22,0,0.080042708
2432,36067,59786,1,5107080067,3/25/2020,648,2988,9576,58824,0,600,0.067669173,-2.693124551,3/25/2020,23,0,0.244453338
2433,36067,59786,1,5107080067,3/26/2020,1152,4140,15984,74808,1,600,0.072072072,-2.63008866,3/26/2020,24,1,0.326091521
2434,36067,59786,1,5107080067,3/27/2020,504,4644,12672,87480,1,600,0.039772727,-3.224573846,3/27/2020,25,2,0.114880276
2435,36067,59786,2,5107080067,3/28/2020,828,5472,17532,105012,1,600,0.047227926,-3.052769907,3/28/2020,26,3,0.164068116
2436,36067,59786,1,5107080067,3/29/2020,1008,6480,7416,112428,1,600,0.13592233,-1.995671659,3/29/2020,27,4,0.16907633
2437,36067,59786,2,5107080067,3/30/2020,504,6984,5004,117432,1,600,0.100719424,-2.295416604,3/30/2020,28,5,0.074901308
2438,36067,59786,1,5107080067,3/31/2020,828,7812,5868,123300,1,600,0.141104294,-1.958255985,3/31/2020,29,6,0.112039194
2439,36067,59786,1,5107080067,4/1/2020,612,8424,6876,130176,1,600,0.089005236,-2.419060084,4/1/2020,30,7,0.075423762
2440,36067,59786,2,5107080067,4/2/2020,648,9072,7020,137196,1,600,0.092307692,-2.382627801,4/2/2020,31,8,0.074107972
2441,36067,59786,3,5107080067,4/3/2020,360,9432,7956,145152,1,600,0.045248869,-3.095577609,4/3/2020,32,9,0.038915416
2442,36067,59786,2,5107080067,4/4/2020,216,9648,4716,149868,1,600,0.045801527,-3.083437854,4/4/2020,33,10,0.022642477
2443,36067,59786,1,5107080067,4/5/2020,108,9756,3204,153072,1,600,0.033707865,-3.390024081,4/5/2020,34,11,0.01113184
2444,36067,59786,2,5107080067,4/6/2020,2304,12060,24804,177876,1,600,0.092888244,-2.376358188,4/6/2020,35,12,0.212011711
2445,36067,59786,1,5107080067,4/7/2020,432,12492,4536,182412,1,600,0.095238095,-2.351375257,4/7/2020,36,13,0.035194248
2446,36067,59786,1,5107080067,4/8/2020,396,12888,8820,191232,1,600,0.044897959,-3.103362938,4/8/2020,37,14,0.031208206
2447,36067,59786,3,5107080067,4/9/2020,396,13284,5328,196560,1,600,0.074324324,-2.599317001,4/9/2020,38,15,0.030263658
2448,36067,59786,3,5107080067,4/10/2020,396,13680,4176,200736,1,600,0.094827586,-2.355694918,4/10/2020,39,16,0.029374609
2449,36067,59786,1,5107080067,4/11/2020,612,14292,6084,206820,1,600,0.100591716,-2.296685371,4/11/2020,40,17,0.043765028
2450,36067,59786,1,5107080067,4/12/2020,684,14976,5112,211932,1,600,0.133802817,-2.011388078,4/12/2020,41,18,0.04674898
2451,36067,59786,2,5107080067,4/13/2020,540,15516,4320,216252,1,600,0.125,-2.079441542,4/13/2020,42,19,0.03542283
2452,36067,59786,2,5107080067,4/14/2020,648,16164,7884,224136,1,600,0.082191781,-2.498699972,4/14/2020,43,20,0.040914798
2453,36067,59786,2,5107080067,4/15/2020,468,16632,4824,228960,1,600,0.097014925,-2.332890442,4/15/2020,44,21,0.028542003
2454,36067,59786,1,5107080067,4/16/2020,756,17388,6516,235476,1,600,0.116022099,-2.153974594,4/16/2020,45,22,0.044451763
2455,36067,59786,3,5107080067,4/17/2020,324,17712,5472,240948,1,600,0.059210526,-2.826655944,4/17/2020,46,23,0.018462063
2456,36067,59786,2,5107080067,4/18/2020,216,17928,4248,245196,1,600,0.050847458,-2.978925155,4/18/2020,47,24,0.012121361
2457,36067,59786,2,5107080067,4/19/2020,396,18324,4068,249264,1,600,0.097345133,-2.329492546,4/19/2020,48,25,0.02184794
2458,36067,59786,2,5107080067,4/20/2020,180,18504,3636,252900,1,600,0.04950495,-3.005682604,4/20/2020,49,26,0.009775249
2459,36067,59786,2,5107080067,4/21/2020,432,18936,5472,258372,1,600,0.078947368,-2.538973871,4/21/2020,50,27,0.023077947
2460,36067,59786,1,5107080067,4/22/2020,2664,21600,25380,283752,1,600,0.104964539,-2.25413271,4/22/2020,51,28,0.131628442
2461,36067,59786,2,5107080067,4/23/2020,1404,23004,25992,309744,1,600,0.05401662,-2.918463493,4/23/2020,52,29,0.062974799
2462,36067,59786,2,5107080067,4/24/2020,900,23904,19080,328824,1,600,0.047169811,-3.054001182,4/24/2020,53,30,0.038377695
2463,36067,59786,2,5107080067,4/25/2020,1008,24912,10080,338904,1,600,0.1,-2.302585093,4/25/2020,54,31,0.041303806
2464,36067,59786,1,5107080067,4/26/2020,1224,26136,9216,348120,1,600,0.1328125,-2.01881692,4/26/2020,55,32,0.047964059
2465,36067,59786,2,5107080067,4/27/2020,576,26712,9648,357768,1,600,0.059701493,-2.818398258,4/27/2020,56,33,0.021799228
2466,36067,59786,1,5107080067,4/28/2020,1440,28152,13896,371664,1,600,0.103626943,-2.266957915,4/28/2020,57,34,0.052505497
2467,36067,59786,2,5107080067,4/29/2020,1800,29952,12348,384012,1,600,0.145772595,-1.925707442,4/29/2020,58,35,0.0619777
2468,36067,59786,1,5107080067,4/30/2020,1008,30960,12024,396036,1,600,0.083832335,-2.478936483,4/30/2020,59,36,0.033099948
2469,36067,59786,2,5107080067,5/1/2020,1548,32508,15588,411624,1,600,0.099307159,-2.309537612,5/1/2020,60,37,0.048790164
2470,36067,59786,2,5107080067,5/2/2020,1764,34272,21348,432972,1,600,0.082630691,-2.493374101,5/2/2020,61,38,0.052842481
2471,36067,59786,3,5107080067,5/3/2020,684,34956,15696,448668,1,600,0.043577982,-3.133203264,5/3/2020,62,39,0.019761433
2472,36067,59786,1,5107080067,5/4/2020,1116,36072,6336,455004,1,600,0.176136364,-1.736496791,5/4/2020,63,40,0.031426813
2473,36067,59786,1,5107080067,5/5/2020,1944,38016,26316,481320,1,600,0.073871409,-2.605429413,5/5/2020,64,41,0.052490183
2474,36067,59786,3,5107080067,5/6/2020,2124,40140,19224,500544,1,600,0.110486891,-2.202858395,5/6/2020,65,42,0.05436622
2475,36067,59786,1,5107080067,5/7/2020,1944,42084,14652,515196,1,600,0.132678133,-2.019829139,5/7/2020,66,43,0.047294278
2476,36067,59786,2,5107080067,5/8/2020,1764,43848,16704,531900,1,600,0.105603448,-2.248064254,5/8/2020,67,44,0.041061487
2477,36067,59786,1,5107080067,5/9/2020,1692,45540,18252,550152,1,600,0.09270217,-2.378363402,5/9/2020,68,45,0.037861953
2478,36067,59786,1,5107080067,5/10/2020,792,46332,8640,558792,1,600,0.091666667,-2.38959647,5/10/2020,69,46,0.017241806
2479,36067,59786,3,5107080067,5/11/2020,756,47088,11844,570636,1,600,0.063829787,-2.751535313,5/11/2020,70,47,0.016185324
2480,36067,59786,1,5107080067,5/12/2020,3132,50220,38376,609012,1,600,0.081613508,-2.505760486,5/12/2020,71,48,0.064395162
2481,36067,59786,3,5107080067,5/13/2020,1008,51228,24588,633600,1,600,0.040995608,-3.194290349,5/13/2020,72,49,0.019872904
2495,36069,62930,1,166936,3/15/2020,27,27,135,378,0,167.6,0.2,-1.609437912,3/15/2020,13,0,0
2499,36069,62930,2,166936,3/19/2020,54,81,405,1107,0,167.6,0.133333333,-2.014903021,3/19/2020,17,0,1.098612289
2500,36069,62930,2,166936,3/20/2020,27,108,675,1782,0,167.6,0.04,-3.218875825,3/20/2020,18,0,0.287682072
2501,36069,62930,1,166936,3/21/2020,54,162,675,2457,0,167.6,0.08,-2.525728644,3/21/2020,19,0,0.405465108
2503,36069,62930,2,166936,3/23/2020,27,189,351,2943,0,167.6,0.076923077,-2.564949357,3/23/2020,21,0,0.15415068
2504,36069,62930,1,166936,3/24/2020,54,243,513,3456,0,167.6,0.105263158,-2.251291799,3/24/2020,22,0,0.251314428
2505,36069,62930,1,166936,3/25/2020,54,297,567,4023,0,167.6,0.095238095,-2.351375257,3/25/2020,23,0,0.200670695
2506,36069,62930,3,166936,3/26/2020,81,378,783,4806,1,167.6,0.103448276,-2.268683541,3/26/2020,24,1,0.241162057
2507,36069,62930,2,166936,3/27/2020,54,432,918,5724,1,167.6,0.058823529,-2.833213344,3/27/2020,25,2,0.133531393
2508,36069,62930,1,166936,3/28/2020,54,486,702,6426,1,167.6,0.076923077,-2.564949357,3/28/2020,26,3,0.117783036
2509,36069,62930,2,166936,3/29/2020,54,540,432,6858,1,167.6,0.125,-2.079441542,3/29/2020,27,4,0.105360516
2510,36069,62930,3,166936,3/30/2020,54,594,702,7560,1,167.6,0.076923077,-2.564949357,3/30/2020,28,5,0.09531018
2511,36069,62930,3,166936,3/31/2020,54,648,999,8559,1,167.6,0.054054054,-2.917770732,3/31/2020,29,6,0.087011377
2512,36069,62930,2,166936,4/1/2020,54,702,783,9342,1,167.6,0.068965517,-2.674148649,4/1/2020,30,7,0.080042708
2513,36069,62930,3,166936,4/2/2020,54,756,783,10125,1,167.6,0.068965517,-2.674148649,4/2/2020,31,8,0.074107972
2514,36069,62930,3,166936,4/3/2020,81,837,972,11097,1,167.6,0.083333333,-2.48490665,4/3/2020,32,9,0.101782694
2515,36069,62930,1,166936,4/4/2020,27,864,891,11988,1,167.6,0.03030303,-3.496507561,4/4/2020,33,10,0.031748698
2517,36069,62930,2,166936,4/6/2020,27,891,864,13554,1,167.6,0.03125,-3.465735903,4/6/2020,35,12,0.030771659
2518,36069,62930,2,166936,4/7/2020,162,1053,1350,14904,1,167.6,0.12,-2.120263536,4/7/2020,36,13,0.167054085
2519,36069,62930,2,166936,4/8/2020,108,1161,1026,15930,1,167.6,0.105263158,-2.251291799,4/8/2020,37,14,0.09763847
2520,36069,62930,3,166936,4/9/2020,216,1377,1350,17280,1,167.6,0.16,-1.832581464,4/9/2020,38,15,0.170625517
2521,36069,62930,1,166936,4/10/2020,135,1512,1053,18333,1,167.6,0.128205128,-2.054123734,4/10/2020,39,16,0.093526058
2522,36069,62930,2,166936,4/11/2020,27,1539,729,19062,1,167.6,0.037037037,-3.295836866,4/11/2020,40,17,0.017699577
2524,36069,62930,2,166936,4/13/2020,108,1647,1296,20682,1,167.6,0.083333333,-2.48490665,4/13/2020,42,19,0.067822596
2525,36069,62930,2,166936,4/14/2020,27,1674,675,21357,1,167.6,0.04,-3.218875825,4/14/2020,43,20,0.016260521
2526,36069,62930,3,166936,4/15/2020,81,1755,837,22194,1,167.6,0.096774194,-2.335374916,4/15/2020,44,21,0.047252885
2527,36069,62930,2,166936,4/16/2020,54,1809,918,23112,1,167.6,0.058823529,-2.833213344,4/16/2020,45,22,0.030305349
2528,36069,62930,1,166936,4/17/2020,54,1863,891,24003,1,167.6,0.060606061,-2.803360381,4/17/2020,46,23,0.029413885
2529,36069,62930,1,166936,4/18/2020,27,1890,648,24651,1,167.6,0.041666667,-3.17805383,4/18/2020,47,24,0.014388737
2530,36069,62930,3,166936,4/19/2020,27,1917,540,25191,1,167.6,0.05,-2.995732274,4/19/2020,48,25,0.014184635
2531,36069,62930,2,166936,4/20/2020,27,1944,1161,26352,1,167.6,0.023255814,-3.761200116,4/20/2020,49,26,0.013986242
2532,36069,62930,2,166936,4/21/2020,27,1971,1782,28134,1,167.6,0.015151515,-4.189654742,4/21/2020,50,27,0.013793322
2535,36069,62930,3,166936,4/24/2020,243,2214,6453,36423,1,167.6,0.037656904,-3.279238975,4/24/2020,53,30,0.116259806
2536,36069,62930,2,166936,4/25/2020,54,2268,918,37341,1,167.6,0.058823529,-2.833213344,4/25/2020,54,31,0.024097552
2537,36069,62930,1,166936,4/26/2020,54,2322,1080,38421,1,167.6,0.05,-2.995732274,4/26/2020,55,32,0.023530497
2538,36069,62930,2,166936,4/27/2020,108,2430,1350,39771,1,167.6,0.08,-2.525728644,4/27/2020,56,33,0.045462374
2541,36069,62930,1,166936,4/30/2020,27,2457,2457,45954,1,167.6,0.010989011,-4.510859507,4/30/2020,59,36,0.011049836
2542,36069,62930,2,166936,5/1/2020,27,2484,1674,47628,1,167.6,0.016129032,-4.127134385,5/1/2020,60,37,0.010929071
2543,36069,62930,2,166936,5/2/2020,81,2565,2430,50058,1,167.6,0.033333333,-3.401197382,5/2/2020,61,38,0.032088315
2544,36069,62930,2,166936,5/3/2020,27,2592,2187,52245,1,167.6,0.012345679,-4.394449155,5/3/2020,62,39,0.0104713
2545,36069,62930,1,166936,5/4/2020,27,2619,2322,54567,1,167.6,0.011627907,-4.454347296,5/4/2020,63,40,0.010362787
2546,36069,62930,1,166936,5/5/2020,54,2673,2835,57402,1,167.6,0.019047619,-3.96081317,5/5/2020,64,41,0.020408872
2547,36069,62930,1,166936,5/6/2020,54,2727,3267,60669,1,167.6,0.016528926,-4.102643365,5/6/2020,65,42,0.020000667
2548,36069,62930,1,166936,5/7/2020,81,2808,2916,63585,1,167.6,0.027777778,-3.583518938,5/7/2020,66,43,0.029270382
2550,36069,62930,3,166936,5/9/2020,54,2862,2943,68391,1,167.6,0.018348624,-3.998200702,5/9/2020,68,45,0.019048195
2551,36069,62930,2,166936,5/10/2020,27,2889,2484,70875,1,167.6,0.010869565,-4.521788577,5/10/2020,69,46,0.00938974
2553,36069,62930,1,166936,5/12/2020,54,2943,3780,76653,1,167.6,0.014285714,-4.248495242,5/12/2020,71,48,0.018519048
2554,36069,62930,2,166936,5/13/2020,540,3483,9018,85671,1,167.6,0.05988024,-2.815408719,5/13/2020,72,49,0.168464522
2564,36071,75048,3,1164587189,3/11/2020,43,43,172,215,0,459.3,0.25,-1.386294361,3/11/2020,9,0,0
2566,36071,75048,1,1164587189,3/13/2020,215,258,946,1677,0,459.3,0.227272727,-1.481604541,3/13/2020,11,0,1.791759469
2568,36071,75048,2,1164587189,3/15/2020,215,473,1548,3741,0,459.3,0.138888889,-1.974081026,3/15/2020,13,0,0.606135804
2569,36071,75048,1,1164587189,3/16/2020,172,645,1548,5289,0,459.3,0.111111111,-2.197224577,3/16/2020,14,0,0.310154928
2570,36071,75048,1,1164587189,3/17/2020,731,1376,3569,8858,0,459.3,0.204819277,-1.585627264,3/17/2020,15,0,0.757685702
2571,36071,75048,1,1164587189,3/18/2020,817,2193,4042,12900,0,459.3,0.20212766,-1.598855803,3/18/2020,16,0,0.46608973
2572,36071,75048,3,1164587189,3/19/2020,1419,3612,7740,20640,0,459.3,0.183333333,-1.696449289,3/19/2020,17,0,0.498991166
2573,36071,75048,2,1164587189,3/20/2020,3397,7009,16211,36851,0,459.3,0.209549072,-1.562797335,3/20/2020,18,0,0.662933402
2574,36071,75048,1,1164587189,3/21/2020,3612,10621,16899,53750,0,459.3,0.213740458,-1.542992813,3/21/2020,19,0,0.415638136
2575,36071,75048,2,1164587189,3/22/2020,6106,16727,20296,74046,0,459.3,0.300847458,-1.201151928,3/22/2020,20,0,0.454191007
2576,36071,75048,2,1164587189,3/23/2020,4687,21414,14620,88666,0,459.3,0.320588235,-1.137597735,3/23/2020,21,0,0.247020733
2577,36071,75048,1,1164587189,3/24/2020,6020,27434,12814,101480,0,459.3,0.469798658,-0.755451064,3/24/2020,22,0,0.247738206
2578,36071,75048,1,1164587189,3/25/2020,4859,32293,13846,115326,0,459.3,0.350931677,-1.047163727,3/25/2020,23,0,0.163067368
2579,36071,75048,2,1164587189,3/26/2020,6880,39173,16942,132268,1,459.3,0.406091371,-0.901177094,3/26/2020,24,1,0.193137245
2580,36071,75048,1,1164587189,3/27/2020,8170,47343,21414,153682,1,459.3,0.381526104,-0.963576005,3/27/2020,25,2,0.189431239
2581,36071,75048,1,1164587189,3/28/2020,6278,53621,16039,169721,1,459.3,0.391420912,-0.937971798,3/28/2020,26,3,0.124521809
2582,36071,75048,1,1164587189,3/29/2020,8084,61705,16942,186663,1,459.3,0.47715736,-0.739908946,3/29/2020,27,4,0.140424183
2583,36071,75048,1,1164587189,3/30/2020,5203,66908,13158,199821,1,459.3,0.395424837,-0.927794556,3/30/2020,28,5,0.080953577
2584,36071,75048,1,1164587189,3/31/2020,8600,75508,20511,220332,1,459.3,0.419287212,-0.869199124,3/31/2020,29,6,0.120920069
2585,36071,75048,1,1164587189,4/1/2020,10191,85699,27004,247336,1,459.3,0.377388535,-0.974480025,4/1/2020,30,7,0.126602546
2586,36071,75048,2,1164587189,4/2/2020,17372,103071,47902,295238,1,459.3,0.362657092,-1.014297543,4/2/2020,31,8,0.184576914
2587,36071,75048,3,1164587189,4/3/2020,14792,117863,44978,340216,1,459.3,0.328871893,-1.112086987,4/3/2020,32,9,0.134104862
2588,36071,75048,1,1164587189,4/4/2020,15523,133386,46311,386527,1,459.3,0.335190344,-1.093056719,4/4/2020,33,10,0.123724247
2589,36071,75048,1,1164587189,4/5/2020,12685,146071,35561,422088,1,459.3,0.356711004,-1.030829339,4/5/2020,34,11,0.090845624
2590,36071,75048,3,1164587189,4/6/2020,8686,154757,25972,448060,1,459.3,0.334437086,-1.095306501,4/6/2020,35,12,0.05776334
2591,36071,75048,2,1164587189,4/7/2020,11438,166195,30573,478633,1,459.3,0.374120956,-0.983176121,4/7/2020,36,13,0.071305653
2592,36071,75048,2,1164587189,4/8/2020,9675,175870,24854,503487,1,459.3,0.389273356,-0.943473466,4/8/2020,37,14,0.056583288
2593,36071,75048,1,1164587189,4/9/2020,19006,194876,57405,560892,1,459.3,0.331086142,-1.105376689,4/9/2020,38,15,0.102618373
2594,36071,75048,1,1164587189,4/10/2020,13545,208421,37797,598689,1,459.3,0.358361775,-1.026212259,4/10/2020,39,16,0.067196614
2595,36071,75048,2,1164587189,4/11/2020,7740,216161,24209,622898,1,459.3,0.319715808,-1.140322777,4/11/2020,40,17,0.036463428
2596,36071,75048,2,1164587189,4/12/2020,6665,222826,21156,644054,1,459.3,0.31504065,-1.1550536,4/12/2020,41,18,0.030367697
2597,36071,75048,3,1164587189,4/13/2020,17028,239854,49923,693977,1,459.3,0.341085271,-1.07562277,4/13/2020,42,19,0.073639207
2598,36071,75048,2,1164587189,4/14/2020,5934,245788,14663,708640,1,459.3,0.404692082,-0.904628792,4/14/2020,43,20,0.024438971
2599,36071,75048,3,1164587189,4/15/2020,7396,253184,22403,731043,1,459.3,0.330134357,-1.108255565,4/15/2020,44,21,0.029647121
2600,36071,75048,2,1164587189,4/16/2020,8428,261612,22016,753059,1,459.3,0.3828125,-0.960209966,4/16/2020,45,22,0.032745993
2601,36071,75048,3,1164587189,4/17/2020,7826,269438,24725,777784,1,459.3,0.316521739,-1.150363354,4/17/2020,46,23,0.029475818
2602,36071,75048,1,1164587189,4/18/2020,4859,274297,17673,795457,1,459.3,0.274939173,-1.291205396,4/18/2020,47,24,0.017873153
2603,36071,75048,2,1164587189,4/19/2020,4429,278726,11954,807411,1,459.3,0.370503597,-0.992892125,4/19/2020,48,25,0.016017759
2604,36071,75048,2,1164587189,4/20/2020,3397,282123,12814,820225,1,459.3,0.265100671,-1.327645634,4/20/2020,49,26,0.012113926
2605,36071,75048,2,1164587189,4/21/2020,5547,287670,18490,838715,1,459.3,0.3,-1.203972804,4/21/2020,50,27,0.019470844
2606,36071,75048,1,1164587189,4/22/2020,5418,293088,17157,855872,1,459.3,0.315789474,-1.15267951,4/22/2020,51,28,0.018658915
2607,36071,75048,3,1164587189,4/23/2020,14577,307665,52159,908031,1,459.3,0.279472383,-1.274851802,4/23/2020,52,29,0.048538623
2608,36071,75048,2,1164587189,4/24/2020,35174,342839,118164,1026195,1,459.3,0.297671033,-1.211766317,4/24/2020,53,30,0.108249421
2609,36071,75048,3,1164587189,4/25/2020,5719,348558,27649,1053844,1,459.3,0.206842924,-1.575795596,4/25/2020,54,31,0.016543695
2610,36071,75048,1,1164587189,4/26/2020,5676,354234,25241,1079085,1,459.3,0.224872232,-1.492222897,4/26/2020,55,32,0.016153068
2611,36071,75048,3,1164587189,4/27/2020,5848,360082,27735,1106820,1,459.3,0.210852713,-1.556595431,4/27/2020,56,33,0.016374072
2612,36071,75048,1,1164587189,4/28/2020,4902,364984,25886,1132706,1,459.3,0.189368771,-1.664058997,4/28/2020,57,34,0.013521734
2613,36071,75048,2,1164587189,4/29/2020,6966,371950,37840,1170546,1,459.3,0.184090909,-1.692325572,4/29/2020,58,35,0.01890592
2614,36071,75048,1,1164587189,4/30/2020,4343,376293,33841,1204387,1,459.3,0.128335451,-2.053107732,4/30/2020,59,36,0.011608659
2615,36071,75048,1,1164587189,5/1/2020,6837,383130,36077,1240464,1,459.3,0.189511323,-1.663306504,5/1/2020,60,37,0.018006262
2616,36071,75048,2,1164587189,5/2/2020,2451,385581,21930,1262394,1,459.3,0.111764706,-2.191359458,5/2/2020,61,38,0.00637693
2617,36071,75048,2,1164587189,5/3/2020,2064,387645,18103,1280497,1,459.3,0.114014252,-2.171431823,5/3/2020,62,39,0.005338685
2618,36071,75048,2,1164587189,5/4/2020,5547,393192,37367,1317864,1,459.3,0.14844649,-1.907530721,5/4/2020,63,40,0.01420807
2619,36071,75048,1,1164587189,5/5/2020,3053,396245,21887,1339751,1,459.3,0.139489194,-1.96976814,5/5/2020,64,41,0.007734665
2620,36071,75048,2,1164587189,5/6/2020,4859,401104,50783,1390534,1,459.3,0.095681626,-2.346728997,5/6/2020,65,42,0.012188038
2621,36071,75048,2,1164587189,5/7/2020,3182,404286,36206,1426740,1,459.3,0.087885986,-2.431714921,5/7/2020,66,43,0.007901803
2622,36071,75048,2,1164587189,5/8/2020,3612,407898,29670,1456410,1,459.3,0.12173913,-2.105874799,5/8/2020,67,44,0.008894595
2623,36071,75048,2,1164587189,5/9/2020,2451,410349,23005,1479415,1,459.3,0.106542056,-2.239215479,5/9/2020,68,45,0.005990874
2624,36071,75048,1,1164587189,5/10/2020,1763,412112,17286,1496701,1,459.3,0.10199005,-2.282880022,5/10/2020,69,46,0.00428714
2625,36071,75048,3,1164587189,5/11/2020,2064,414176,22188,1518889,1,459.3,0.093023256,-2.374905755,5/11/2020,70,47,0.004995847
