,FIPS,Median_Household_Income_2018,transit_scores - population weighted averages aggregated from town/city level to county,Test Date,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed
799,36021,64916.0,1050024372.0,2020-03-05,0.0,0.0,0.0,0.0
800,36021,64916.0,1050024372.0,2020-03-04,0.0,0.0,0.0,0.0
801,36021,64916.0,1050024372.0,2020-03-03,0.0,0.0,0.0,0.0
802,36021,64916.0,1050024372.0,2020-03-02,0.0,0.0,0.0,0.0
803,36023,51751.0,0.0,2020-05-13,2.0,33.0,50.0,1616.0
804,36023,51751.0,0.0,2020-05-12,1.0,31.0,40.0,1566.0
805,36023,51751.0,0.0,2020-05-11,1.0,30.0,33.0,1526.0
806,36023,51751.0,0.0,2020-05-10,0.0,29.0,27.0,1493.0
807,36023,51751.0,0.0,2020-05-09,0.0,29.0,29.0,1466.0
808,36023,51751.0,0.0,2020-05-08,0.0,29.0,96.0,1437.0
809,36023,51751.0,0.0,2020-05-07,0.0,29.0,38.0,1341.0
810,36023,51751.0,0.0,2020-05-06,1.0,29.0,27.0,1303.0
811,36023,51751.0,0.0,2020-05-05,0.0,28.0,33.0,1276.0
812,36023,51751.0,0.0,2020-05-04,0.0,28.0,12.0,1243.0
813,36023,51751.0,0.0,2020-05-03,0.0,28.0,42.0,1231.0
814,36023,51751.0,0.0,2020-05-02,0.0,28.0,16.0,1189.0
815,36023,51751.0,0.0,2020-05-01,0.0,28.0,30.0,1173.0
816,36023,51751.0,0.0,2020-04-30,0.0,28.0,31.0,1143.0
817,36023,51751.0,0.0,2020-04-29,0.0,28.0,26.0,1112.0
818,36023,51751.0,0.0,2020-04-28,0.0,28.0,22.0,1086.0
819,36023,51751.0,0.0,2020-04-27,0.0,28.0,7.0,1064.0
820,36023,51751.0,0.0,2020-04-26,0.0,28.0,16.0,1057.0
821,36023,51751.0,0.0,2020-04-25,0.0,28.0,26.0,1041.0
822,36023,51751.0,0.0,2020-04-24,3.0,28.0,109.0,1015.0
823,36023,51751.0,0.0,2020-04-23,0.0,25.0,30.0,906.0
824,36023,51751.0,0.0,2020-04-22,0.0,25.0,30.0,876.0
825,36023,51751.0,0.0,2020-04-21,0.0,25.0,5.0,846.0
826,36023,51751.0,0.0,2020-04-20,0.0,25.0,2.0,841.0
827,36023,51751.0,0.0,2020-04-19,0.0,25.0,12.0,839.0
828,36023,51751.0,0.0,2020-04-18,0.0,25.0,11.0,827.0
829,36023,51751.0,0.0,2020-04-17,0.0,25.0,19.0,816.0
830,36023,51751.0,0.0,2020-04-16,1.0,25.0,13.0,797.0
831,36023,51751.0,0.0,2020-04-15,1.0,24.0,17.0,784.0
832,36023,51751.0,0.0,2020-04-14,1.0,23.0,6.0,767.0
833,36023,51751.0,0.0,2020-04-13,2.0,22.0,38.0,761.0
834,36023,51751.0,0.0,2020-04-12,2.0,20.0,18.0,723.0
835,36023,51751.0,0.0,2020-04-11,1.0,18.0,18.0,705.0
836,36023,51751.0,0.0,2020-04-10,0.0,17.0,20.0,687.0
837,36023,51751.0,0.0,2020-04-09,1.0,17.0,25.0,667.0
838,36023,51751.0,0.0,2020-04-08,0.0,16.0,41.0,642.0
839,36023,51751.0,0.0,2020-04-07,0.0,16.0,18.0,601.0
840,36023,51751.0,0.0,2020-04-06,3.0,16.0,25.0,583.0
841,36023,51751.0,0.0,2020-04-05,3.0,13.0,42.0,558.0
842,36023,51751.0,0.0,2020-04-04,0.0,10.0,38.0,516.0
843,36023,51751.0,0.0,2020-04-03,0.0,10.0,32.0,478.0
844,36023,51751.0,0.0,2020-04-02,2.0,10.0,54.0,446.0
845,36023,51751.0,0.0,2020-04-01,0.0,8.0,42.0,392.0
846,36023,51751.0,0.0,2020-03-31,0.0,8.0,12.0,350.0
847,36023,51751.0,0.0,2020-03-30,0.0,8.0,9.0,338.0
848,36023,51751.0,0.0,2020-03-29,2.0,8.0,48.0,329.0
849,36023,51751.0,0.0,2020-03-28,1.0,6.0,28.0,281.0
850,36023,51751.0,0.0,2020-03-27,1.0,5.0,45.0,253.0
851,36023,51751.0,0.0,2020-03-26,2.0,4.0,34.0,208.0
852,36023,51751.0,0.0,2020-03-25,0.0,2.0,41.0,174.0
853,36023,51751.0,0.0,2020-03-24,0.0,2.0,3.0,133.0
854,36023,51751.0,0.0,2020-03-23,0.0,2.0,30.0,130.0
855,36023,51751.0,0.0,2020-03-22,1.0,2.0,55.0,100.0
856,36023,51751.0,0.0,2020-03-21,1.0,1.0,17.0,45.0
857,36023,51751.0,0.0,2020-03-20,0.0,0.0,15.0,28.0
858,36023,51751.0,0.0,2020-03-19,0.0,0.0,7.0,13.0
859,36023,51751.0,0.0,2020-03-18,0.0,0.0,1.0,6.0
860,36023,51751.0,0.0,2020-03-17,0.0,0.0,1.0,5.0
861,36023,51751.0,0.0,2020-03-16,0.0,0.0,2.0,4.0
862,36023,51751.0,0.0,2020-03-15,0.0,0.0,0.0,2.0
863,36023,51751.0,0.0,2020-03-14,0.0,0.0,1.0,2.0
864,36023,51751.0,0.0,2020-03-13,0.0,0.0,0.0,1.0
865,36023,51751.0,0.0,2020-03-12,0.0,0.0,0.0,1.0
866,36023,51751.0,0.0,2020-03-11,0.0,0.0,0.0,1.0
867,36023,51751.0,0.0,2020-03-10,0.0,0.0,0.0,1.0
868,36023,51751.0,0.0,2020-03-09,0.0,0.0,0.0,1.0
869,36023,51751.0,0.0,2020-03-08,0.0,0.0,0.0,1.0
870,36023,51751.0,0.0,2020-03-07,0.0,0.0,1.0,1.0
871,36023,51751.0,0.0,2020-03-06,0.0,0.0,0.0,0.0
872,36023,51751.0,0.0,2020-03-05,0.0,0.0,0.0,0.0
873,36023,51751.0,0.0,2020-03-04,0.0,0.0,0.0,0.0
874,36023,51751.0,0.0,2020-03-03,0.0,0.0,0.0,0.0
875,36023,51751.0,0.0,2020-03-02,0.0,0.0,0.0,0.0
876,36025,47382.0,65067885.0,2020-05-13,1.0,67.0,136.0,1300.0
877,36025,47382.0,65067885.0,2020-05-12,1.0,66.0,53.0,1164.0
878,36025,47382.0,65067885.0,2020-05-11,0.0,65.0,50.0,1111.0
879,36025,47382.0,65067885.0,2020-05-10,1.0,65.0,19.0,1061.0
880,36025,47382.0,65067885.0,2020-05-09,1.0,64.0,33.0,1042.0
881,36025,47382.0,65067885.0,2020-05-08,0.0,63.0,30.0,1009.0
882,36025,47382.0,65067885.0,2020-05-07,0.0,63.0,24.0,979.0
883,36025,47382.0,65067885.0,2020-05-06,1.0,63.0,30.0,955.0
884,36025,47382.0,65067885.0,2020-05-05,0.0,62.0,30.0,925.0
885,36025,47382.0,65067885.0,2020-05-04,0.0,62.0,31.0,895.0
886,36025,47382.0,65067885.0,2020-05-03,1.0,62.0,54.0,864.0
887,36025,47382.0,65067885.0,2020-05-02,0.0,61.0,28.0,810.0
888,36025,47382.0,65067885.0,2020-05-01,0.0,61.0,29.0,782.0
889,36025,47382.0,65067885.0,2020-04-30,0.0,61.0,24.0,753.0
890,36025,47382.0,65067885.0,2020-04-29,1.0,61.0,24.0,729.0
891,36025,47382.0,65067885.0,2020-04-28,1.0,60.0,14.0,705.0
892,36025,47382.0,65067885.0,2020-04-27,1.0,59.0,16.0,691.0
893,36025,47382.0,65067885.0,2020-04-26,0.0,58.0,21.0,675.0
894,36025,47382.0,65067885.0,2020-04-25,0.0,58.0,35.0,654.0
895,36025,47382.0,65067885.0,2020-04-24,7.0,58.0,135.0,619.0
896,36025,47382.0,65067885.0,2020-04-23,1.0,51.0,15.0,484.0
897,36025,47382.0,65067885.0,2020-04-22,0.0,50.0,21.0,469.0
898,36025,47382.0,65067885.0,2020-04-21,1.0,50.0,18.0,448.0
899,36025,47382.0,65067885.0,2020-04-20,0.0,49.0,3.0,430.0
900,36025,47382.0,65067885.0,2020-04-19,0.0,49.0,5.0,427.0
901,36025,47382.0,65067885.0,2020-04-18,0.0,49.0,10.0,422.0
902,36025,47382.0,65067885.0,2020-04-17,1.0,49.0,8.0,412.0
903,36025,47382.0,65067885.0,2020-04-16,1.0,48.0,10.0,404.0
904,36025,47382.0,65067885.0,2020-04-15,1.0,47.0,9.0,394.0
905,36025,47382.0,65067885.0,2020-04-14,1.0,46.0,7.0,385.0
906,36025,47382.0,65067885.0,2020-04-13,3.0,45.0,48.0,378.0
907,36025,47382.0,65067885.0,2020-04-12,3.0,42.0,14.0,330.0
908,36025,47382.0,65067885.0,2020-04-11,0.0,39.0,10.0,316.0
909,36025,47382.0,65067885.0,2020-04-10,0.0,39.0,17.0,306.0
910,36025,47382.0,65067885.0,2020-04-09,2.0,39.0,20.0,289.0
911,36025,47382.0,65067885.0,2020-04-08,0.0,37.0,22.0,269.0
912,36025,47382.0,65067885.0,2020-04-07,1.0,37.0,16.0,247.0
913,36025,47382.0,65067885.0,2020-04-06,7.0,36.0,30.0,231.0
914,36025,47382.0,65067885.0,2020-04-05,2.0,29.0,28.0,201.0
915,36025,47382.0,65067885.0,2020-04-04,1.0,27.0,12.0,173.0
916,36025,47382.0,65067885.0,2020-04-03,2.0,26.0,18.0,161.0
917,36025,47382.0,65067885.0,2020-04-02,2.0,24.0,9.0,143.0
918,36025,47382.0,65067885.0,2020-04-01,2.0,22.0,7.0,134.0
919,36025,47382.0,65067885.0,2020-03-31,4.0,20.0,13.0,127.0
920,36025,47382.0,65067885.0,2020-03-30,5.0,16.0,11.0,114.0
921,36025,47382.0,65067885.0,2020-03-29,3.0,11.0,12.0,103.0
922,36025,47382.0,65067885.0,2020-03-28,0.0,8.0,4.0,91.0
923,36025,47382.0,65067885.0,2020-03-27,0.0,8.0,13.0,87.0
924,36025,47382.0,65067885.0,2020-03-26,1.0,8.0,7.0,74.0
925,36025,47382.0,65067885.0,2020-03-25,2.0,7.0,12.0,67.0
926,36025,47382.0,65067885.0,2020-03-24,2.0,5.0,5.0,55.0
927,36025,47382.0,65067885.0,2020-03-23,0.0,3.0,5.0,50.0
928,36025,47382.0,65067885.0,2020-03-22,0.0,3.0,10.0,45.0
929,36025,47382.0,65067885.0,2020-03-21,2.0,3.0,10.0,35.0
930,36025,47382.0,65067885.0,2020-03-20,0.0,1.0,8.0,25.0
931,36025,47382.0,65067885.0,2020-03-19,0.0,1.0,4.0,17.0
932,36025,47382.0,65067885.0,2020-03-18,0.0,1.0,1.0,13.0
933,36025,47382.0,65067885.0,2020-03-17,0.0,1.0,0.0,12.0
934,36025,47382.0,65067885.0,2020-03-16,0.0,1.0,0.0,12.0
935,36025,47382.0,65067885.0,2020-03-15,0.0,1.0,5.0,12.0
936,36025,47382.0,65067885.0,2020-03-14,0.0,1.0,1.0,7.0
937,36025,47382.0,65067885.0,2020-03-13,0.0,1.0,1.0,6.0
938,36025,47382.0,65067885.0,2020-03-12,1.0,1.0,1.0,5.0
939,36025,47382.0,65067885.0,2020-03-11,0.0,0.0,2.0,4.0
940,36025,47382.0,65067885.0,2020-03-10,0.0,0.0,1.0,2.0
941,36025,47382.0,65067885.0,2020-03-09,0.0,0.0,1.0,1.0
942,36025,47382.0,65067885.0,2020-03-08,0.0,0.0,0.0,0.0
943,36025,47382.0,65067885.0,2020-03-07,0.0,0.0,0.0,0.0
944,36025,47382.0,65067885.0,2020-03-06,0.0,0.0,0.0,0.0
945,36025,47382.0,65067885.0,2020-03-05,0.0,0.0,0.0,0.0
946,36025,47382.0,65067885.0,2020-03-04,0.0,0.0,0.0,0.0
947,36025,47382.0,65067885.0,2020-03-03,0.0,0.0,0.0,0.0
948,36025,47382.0,65067885.0,2020-03-02,0.0,0.0,0.0,0.0
949,36027,79604.0,3846393775.0,2020-05-13,45.0,3474.0,459.0,20374.0
950,36027,79604.0,3846393775.0,2020-05-12,30.0,3429.0,387.0,19915.0
951,36027,79604.0,3846393775.0,2020-05-11,21.0,3399.0,216.0,19528.0
952,36027,79604.0,3846393775.0,2020-05-10,19.0,3378.0,348.0,19312.0
953,36027,79604.0,3846393775.0,2020-05-09,40.0,3359.0,471.0,18964.0
954,36027,79604.0,3846393775.0,2020-05-08,42.0,3319.0,534.0,18493.0
955,36027,79604.0,3846393775.0,2020-05-07,44.0,3277.0,482.0,17959.0
956,36027,79604.0,3846393775.0,2020-05-06,41.0,3233.0,438.0,17477.0
957,36027,79604.0,3846393775.0,2020-05-05,41.0,3192.0,370.0,17039.0
958,36027,79604.0,3846393775.0,2020-05-04,20.0,3151.0,307.0,16669.0
959,36027,79604.0,3846393775.0,2020-05-03,45.0,3131.0,370.0,16362.0
960,36027,79604.0,3846393775.0,2020-05-02,37.0,3086.0,434.0,15992.0
961,36027,79604.0,3846393775.0,2020-05-01,47.0,3049.0,473.0,15558.0
962,36027,79604.0,3846393775.0,2020-04-30,48.0,3002.0,443.0,15085.0
963,36027,79604.0,3846393775.0,2020-04-29,73.0,2954.0,427.0,14642.0
964,36027,79604.0,3846393775.0,2020-04-28,64.0,2881.0,566.0,14215.0
965,36027,79604.0,3846393775.0,2020-04-27,24.0,2817.0,223.0,13649.0
966,36027,79604.0,3846393775.0,2020-04-26,64.0,2793.0,389.0,13426.0
967,36027,79604.0,3846393775.0,2020-04-25,69.0,2729.0,485.0,13037.0
968,36027,79604.0,3846393775.0,2020-04-24,143.0,2660.0,913.0,12552.0
969,36027,79604.0,3846393775.0,2020-04-23,57.0,2517.0,374.0,11639.0
970,36027,79604.0,3846393775.0,2020-04-22,69.0,2460.0,366.0,11265.0
971,36027,79604.0,3846393775.0,2020-04-21,60.0,2391.0,313.0,10899.0
972,36027,79604.0,3846393775.0,2020-04-20,47.0,2331.0,209.0,10586.0
973,36027,79604.0,3846393775.0,2020-04-19,44.0,2284.0,357.0,10377.0
974,36027,79604.0,3846393775.0,2020-04-18,39.0,2240.0,196.0,10020.0
975,36027,79604.0,3846393775.0,2020-04-17,59.0,2201.0,381.0,9824.0
976,36027,79604.0,3846393775.0,2020-04-16,57.0,2142.0,300.0,9443.0
977,36027,79604.0,3846393775.0,2020-04-15,37.0,2085.0,314.0,9143.0
978,36027,79604.0,3846393775.0,2020-04-14,114.0,2048.0,487.0,8829.0
979,36027,79604.0,3846393775.0,2020-04-13,53.0,1934.0,566.0,8342.0
980,36027,79604.0,3846393775.0,2020-04-12,43.0,1881.0,499.0,7776.0
981,36027,79604.0,3846393775.0,2020-04-11,94.0,1838.0,431.0,7277.0
982,36027,79604.0,3846393775.0,2020-04-10,146.0,1744.0,584.0,6846.0
983,36027,79604.0,3846393775.0,2020-04-09,105.0,1598.0,509.0,6262.0
984,36027,79604.0,3846393775.0,2020-04-08,98.0,1493.0,512.0,5753.0
985,36027,79604.0,3846393775.0,2020-04-07,146.0,1395.0,462.0,5241.0
986,36027,79604.0,3846393775.0,2020-04-06,60.0,1249.0,335.0,4779.0
987,36027,79604.0,3846393775.0,2020-04-05,112.0,1189.0,338.0,4444.0
988,36027,79604.0,3846393775.0,2020-04-04,139.0,1077.0,352.0,4106.0
989,36027,79604.0,3846393775.0,2020-04-03,129.0,938.0,447.0,3754.0
990,36027,79604.0,3846393775.0,2020-04-02,142.0,809.0,415.0,3307.0
991,36027,79604.0,3846393775.0,2020-04-01,120.0,667.0,330.0,2892.0
992,36027,79604.0,3846393775.0,2020-03-31,63.0,547.0,196.0,2562.0
993,36027,79604.0,3846393775.0,2020-03-30,92.0,484.0,300.0,2366.0
994,36027,79604.0,3846393775.0,2020-03-29,72.0,392.0,227.0,2066.0
995,36027,79604.0,3846393775.0,2020-03-28,58.0,320.0,195.0,1839.0
996,36027,79604.0,3846393775.0,2020-03-27,37.0,262.0,200.0,1644.0
997,36027,79604.0,3846393775.0,2020-03-26,35.0,225.0,155.0,1444.0
998,36027,79604.0,3846393775.0,2020-03-25,37.0,190.0,209.0,1289.0
999,36027,79604.0,3846393775.0,2020-03-24,29.0,153.0,146.0,1080.0
1000,36027,79604.0,3846393775.0,2020-03-23,24.0,124.0,111.0,934.0
1001,36027,79604.0,3846393775.0,2020-03-22,18.0,100.0,135.0,823.0
1002,36027,79604.0,3846393775.0,2020-03-21,33.0,82.0,205.0,688.0
1003,36027,79604.0,3846393775.0,2020-03-20,13.0,49.0,205.0,483.0
1004,36027,79604.0,3846393775.0,2020-03-19,5.0,36.0,59.0,278.0
1005,36027,79604.0,3846393775.0,2020-03-18,11.0,31.0,107.0,219.0
1006,36027,79604.0,3846393775.0,2020-03-17,4.0,20.0,23.0,112.0
1007,36027,79604.0,3846393775.0,2020-03-16,6.0,16.0,32.0,89.0
1008,36027,79604.0,3846393775.0,2020-03-15,3.0,10.0,20.0,57.0
1009,36027,79604.0,3846393775.0,2020-03-14,4.0,7.0,17.0,37.0
1010,36027,79604.0,3846393775.0,2020-03-13,2.0,3.0,10.0,20.0
1011,36027,79604.0,3846393775.0,2020-03-12,0.0,1.0,3.0,10.0
1012,36027,79604.0,3846393775.0,2020-03-11,1.0,1.0,5.0,7.0
1013,36027,79604.0,3846393775.0,2020-03-10,0.0,0.0,2.0,2.0
1014,36027,79604.0,3846393775.0,2020-03-09,0.0,0.0,0.0,0.0
1015,36027,79604.0,3846393775.0,2020-03-08,0.0,0.0,0.0,0.0
1016,36027,79604.0,3846393775.0,2020-03-07,0.0,0.0,0.0,0.0
1017,36027,79604.0,3846393775.0,2020-03-06,0.0,0.0,0.0,0.0
1018,36027,79604.0,3846393775.0,2020-03-05,0.0,0.0,0.0,0.0
1019,36027,79604.0,3846393775.0,2020-03-04,0.0,0.0,0.0,0.0
1020,36027,79604.0,3846393775.0,2020-03-03,0.0,0.0,0.0,0.0
1021,36027,79604.0,3846393775.0,2020-03-02,0.0,0.0,0.0,0.0
1022,36029,56375.0,5955247198.0,2020-05-13,65.0,4671.0,1664.0,30692.0
1023,36029,56375.0,5955247198.0,2020-05-12,76.0,4606.0,1591.0,29028.0
1024,36029,56375.0,5955247198.0,2020-05-11,47.0,4530.0,696.0,27437.0
1025,36029,56375.0,5955247198.0,2020-05-10,30.0,4483.0,386.0,26741.0
1026,36029,56375.0,5955247198.0,2020-05-09,116.0,4453.0,1231.0,26355.0
1027,36029,56375.0,5955247198.0,2020-05-08,82.0,4337.0,1049.0,25124.0
1028,36029,56375.0,5955247198.0,2020-05-07,119.0,4255.0,1008.0,24075.0
1029,36029,56375.0,5955247198.0,2020-05-06,128.0,4136.0,1164.0,23067.0
1030,36029,56375.0,5955247198.0,2020-05-05,117.0,4008.0,1498.0,21903.0
1031,36029,56375.0,5955247198.0,2020-05-04,89.0,3891.0,779.0,20405.0
1032,36029,56375.0,5955247198.0,2020-05-03,92.0,3802.0,760.0,19626.0
1033,36029,56375.0,5955247198.0,2020-05-02,112.0,3710.0,799.0,18866.0
1034,36029,56375.0,5955247198.0,2020-05-01,117.0,3598.0,1058.0,18067.0
1035,36029,56375.0,5955247198.0,2020-04-30,162.0,3481.0,905.0,17009.0
1036,36029,56375.0,5955247198.0,2020-04-29,123.0,3319.0,885.0,16104.0
1037,36029,56375.0,5955247198.0,2020-04-28,107.0,3196.0,716.0,15219.0
1038,36029,56375.0,5955247198.0,2020-04-27,68.0,3089.0,586.0,14503.0
1039,36029,56375.0,5955247198.0,2020-04-26,67.0,3021.0,508.0,13917.0
1040,36029,56375.0,5955247198.0,2020-04-25,181.0,2954.0,795.0,13409.0
1041,36029,56375.0,5955247198.0,2020-04-24,170.0,2773.0,872.0,12614.0
1042,36029,56375.0,5955247198.0,2020-04-23,153.0,2603.0,982.0,11742.0
1043,36029,56375.0,5955247198.0,2020-04-22,217.0,2450.0,1307.0,10760.0
1044,36029,56375.0,5955247198.0,2020-04-21,86.0,2233.0,347.0,9453.0
1045,36029,56375.0,5955247198.0,2020-04-20,38.0,2147.0,258.0,9106.0
1046,36029,56375.0,5955247198.0,2020-04-19,39.0,2109.0,199.0,8848.0
1047,36029,56375.0,5955247198.0,2020-04-18,73.0,2070.0,367.0,8649.0
1048,36029,56375.0,5955247198.0,2020-04-17,68.0,1997.0,262.0,8282.0
1049,36029,56375.0,5955247198.0,2020-04-16,79.0,1929.0,348.0,8020.0
1050,36029,56375.0,5955247198.0,2020-04-15,99.0,1850.0,394.0,7672.0
1051,36029,56375.0,5955247198.0,2020-04-14,83.0,1751.0,326.0,7278.0
1052,36029,56375.0,5955247198.0,2020-04-13,44.0,1668.0,223.0,6952.0
1053,36029,56375.0,5955247198.0,2020-04-12,53.0,1624.0,182.0,6729.0
1054,36029,56375.0,5955247198.0,2020-04-11,99.0,1571.0,317.0,6547.0
1055,36029,56375.0,5955247198.0,2020-04-10,63.0,1472.0,297.0,6230.0
1056,36029,56375.0,5955247198.0,2020-04-09,47.0,1409.0,309.0,5933.0
1057,36029,56375.0,5955247198.0,2020-04-08,157.0,1362.0,458.0,5624.0
1058,36029,56375.0,5955247198.0,2020-04-07,70.0,1205.0,295.0,5166.0
1059,36029,56375.0,5955247198.0,2020-04-06,112.0,1135.0,396.0,4871.0
1060,36029,56375.0,5955247198.0,2020-04-05,105.0,1023.0,549.0,4475.0
1061,36029,56375.0,5955247198.0,2020-04-04,110.0,918.0,402.0,3926.0
1062,36029,56375.0,5955247198.0,2020-04-03,88.0,808.0,317.0,3524.0
1063,36029,56375.0,5955247198.0,2020-04-02,103.0,720.0,429.0,3207.0
1064,36029,56375.0,5955247198.0,2020-04-01,153.0,617.0,571.0,2778.0
1065,36029,56375.0,5955247198.0,2020-03-31,26.0,464.0,119.0,2207.0
1066,36029,56375.0,5955247198.0,2020-03-30,62.0,438.0,189.0,2088.0
1067,36029,56375.0,5955247198.0,2020-03-29,18.0,376.0,67.0,1899.0
1068,36029,56375.0,5955247198.0,2020-03-28,40.0,358.0,126.0,1832.0
1069,36029,56375.0,5955247198.0,2020-03-27,99.0,318.0,370.0,1706.0
1070,36029,56375.0,5955247198.0,2020-03-26,85.0,219.0,348.0,1336.0
1071,36029,56375.0,5955247198.0,2020-03-25,12.0,134.0,116.0,988.0
1072,36029,56375.0,5955247198.0,2020-03-24,15.0,122.0,114.0,872.0
1073,36029,56375.0,5955247198.0,2020-03-23,20.0,107.0,100.0,758.0
1074,36029,56375.0,5955247198.0,2020-03-22,33.0,87.0,247.0,658.0
1075,36029,56375.0,5955247198.0,2020-03-21,16.0,54.0,111.0,411.0
1076,36029,56375.0,5955247198.0,2020-03-20,7.0,38.0,55.0,300.0
1077,36029,56375.0,5955247198.0,2020-03-19,3.0,31.0,43.0,245.0
1078,36029,56375.0,5955247198.0,2020-03-18,21.0,28.0,130.0,202.0
1079,36029,56375.0,5955247198.0,2020-03-17,0.0,7.0,2.0,72.0
1080,36029,56375.0,5955247198.0,2020-03-16,1.0,7.0,2.0,70.0
1081,36029,56375.0,5955247198.0,2020-03-15,3.0,6.0,10.0,68.0
1082,36029,56375.0,5955247198.0,2020-03-14,3.0,3.0,22.0,58.0
1083,36029,56375.0,5955247198.0,2020-03-13,0.0,0.0,5.0,36.0
1084,36029,56375.0,5955247198.0,2020-03-12,0.0,0.0,13.0,31.0
1085,36029,56375.0,5955247198.0,2020-03-11,0.0,0.0,0.0,18.0
1086,36029,56375.0,5955247198.0,2020-03-10,0.0,0.0,2.0,18.0
1087,36029,56375.0,5955247198.0,2020-03-09,0.0,0.0,1.0,16.0
1088,36029,56375.0,5955247198.0,2020-03-08,0.0,0.0,1.0,15.0
1089,36029,56375.0,5955247198.0,2020-03-07,0.0,0.0,2.0,14.0
1090,36029,56375.0,5955247198.0,2020-03-06,0.0,0.0,0.0,12.0
1091,36029,56375.0,5955247198.0,2020-03-05,0.0,0.0,6.0,12.0
1092,36029,56375.0,5955247198.0,2020-03-04,0.0,0.0,6.0,6.0
1093,36029,56375.0,5955247198.0,2020-03-03,0.0,0.0,0.0,0.0
1094,36029,56375.0,5955247198.0,2020-03-02,0.0,0.0,0.0,0.0
1095,36031,54376.0,27469715.0,2020-05-13,0.0,32.0,60.0,937.0
1096,36031,54376.0,27469715.0,2020-05-12,0.0,32.0,77.0,877.0
1097,36031,54376.0,27469715.0,2020-05-11,0.0,32.0,12.0,800.0
1098,36031,54376.0,27469715.0,2020-05-10,0.0,32.0,31.0,788.0
1099,36031,54376.0,27469715.0,2020-05-09,1.0,32.0,111.0,757.0
1100,36031,54376.0,27469715.0,2020-05-08,0.0,31.0,64.0,646.0
1101,36031,54376.0,27469715.0,2020-05-07,1.0,31.0,69.0,582.0
1102,36031,54376.0,27469715.0,2020-05-06,0.0,30.0,15.0,513.0
1103,36031,54376.0,27469715.0,2020-05-05,0.0,30.0,18.0,498.0
1104,36031,54376.0,27469715.0,2020-05-04,1.0,30.0,26.0,480.0
1105,36031,54376.0,27469715.0,2020-05-03,0.0,29.0,10.0,454.0
1106,36031,54376.0,27469715.0,2020-05-02,1.0,29.0,23.0,444.0
1107,36031,54376.0,27469715.0,2020-05-01,0.0,28.0,31.0,421.0
1108,36031,54376.0,27469715.0,2020-04-30,0.0,28.0,27.0,390.0
1109,36031,54376.0,27469715.0,2020-04-29,1.0,28.0,22.0,363.0
1110,36031,54376.0,27469715.0,2020-04-28,1.0,27.0,19.0,341.0
1111,36031,54376.0,27469715.0,2020-04-27,2.0,26.0,16.0,322.0
1112,36031,54376.0,27469715.0,2020-04-26,0.0,24.0,27.0,306.0
1113,36031,54376.0,27469715.0,2020-04-25,0.0,24.0,15.0,279.0
1114,36031,54376.0,27469715.0,2020-04-24,2.0,24.0,35.0,264.0
1115,36031,54376.0,27469715.0,2020-04-23,0.0,22.0,6.0,229.0
1116,36031,54376.0,27469715.0,2020-04-22,0.0,22.0,1.0,223.0
1117,36031,54376.0,27469715.0,2020-04-21,1.0,22.0,2.0,222.0
1118,36031,54376.0,27469715.0,2020-04-20,1.0,21.0,5.0,220.0
1119,36031,54376.0,27469715.0,2020-04-19,2.0,20.0,4.0,215.0
1120,36031,54376.0,27469715.0,2020-04-18,2.0,18.0,10.0,211.0
1121,36031,54376.0,27469715.0,2020-04-17,1.0,16.0,5.0,201.0
1122,36031,54376.0,27469715.0,2020-04-16,3.0,15.0,6.0,196.0
1123,36031,54376.0,27469715.0,2020-04-15,0.0,12.0,8.0,190.0
1124,36031,54376.0,27469715.0,2020-04-14,0.0,12.0,3.0,182.0
1125,36031,54376.0,27469715.0,2020-04-13,0.0,12.0,24.0,179.0
1126,36031,54376.0,27469715.0,2020-04-12,0.0,12.0,5.0,155.0
1127,36031,54376.0,27469715.0,2020-04-11,0.0,12.0,12.0,150.0
1128,36031,54376.0,27469715.0,2020-04-10,2.0,12.0,4.0,138.0
1129,36031,54376.0,27469715.0,2020-04-09,2.0,10.0,13.0,134.0
1130,36031,54376.0,27469715.0,2020-04-08,1.0,8.0,6.0,121.0
1131,36031,54376.0,27469715.0,2020-04-07,0.0,7.0,4.0,115.0
1132,36031,54376.0,27469715.0,2020-04-06,0.0,7.0,5.0,111.0
1133,36031,54376.0,27469715.0,2020-04-05,0.0,7.0,4.0,106.0
1134,36031,54376.0,27469715.0,2020-04-04,0.0,7.0,4.0,102.0
1135,36031,54376.0,27469715.0,2020-04-03,1.0,7.0,7.0,98.0
1136,36031,54376.0,27469715.0,2020-04-02,0.0,6.0,2.0,91.0
1137,36031,54376.0,27469715.0,2020-04-01,0.0,6.0,2.0,89.0
1138,36031,54376.0,27469715.0,2020-03-31,2.0,6.0,8.0,87.0
1139,36031,54376.0,27469715.0,2020-03-30,0.0,4.0,5.0,79.0
1140,36031,54376.0,27469715.0,2020-03-29,0.0,4.0,3.0,74.0
1141,36031,54376.0,27469715.0,2020-03-28,0.0,4.0,3.0,71.0
1142,36031,54376.0,27469715.0,2020-03-27,0.0,4.0,5.0,68.0
1143,36031,54376.0,27469715.0,2020-03-26,0.0,4.0,6.0,63.0
1144,36031,54376.0,27469715.0,2020-03-25,0.0,4.0,7.0,57.0
1145,36031,54376.0,27469715.0,2020-03-24,1.0,4.0,6.0,50.0
