County FIPS,Test Date,POP_ESTIMATE_2018,sdi_score,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed,Rolling Avg New Cases,Per Capita Rate,sdi_quartile,sdi_quartile_label
36001,2020-03-02,307117,36,0,0,0,0,0.0,0.0,"(24.0, 37.5]",Q2
36001,2020-03-03,307117,36,0,0,0,0,0.0,0.0,"(24.0, 37.5]",Q2
36001,2020-03-04,307117,36,0,0,0,0,0.0,0.0,"(24.0, 37.5]",Q2
36001,2020-03-05,307117,36,0,0,3,3,0.0,0.0,"(24.0, 37.5]",Q2
36001,2020-03-06,307117,36,0,0,0,3,0.0,0.0,"(24.0, 37.5]",Q2
36001,2020-03-07,307117,36,0,0,5,8,0.0,0.0,"(24.0, 37.5]",Q2
36001,2020-03-08,307117,36,0,0,2,10,0.0,0.0,"(24.0, 37.5]",Q2
36001,2020-03-09,307117,36,0,0,3,13,0.0,0.0,"(24.0, 37.5]",Q2
36001,2020-03-10,307117,36,0,0,2,15,0.0,0.0,"(24.0, 37.5]",Q2
36001,2020-03-11,307117,36,0,0,13,28,0.0,0.0,"(24.0, 37.5]",Q2
36001,2020-03-12,307117,36,1,1,11,39,0.14285714285714285,0.04651554386671622,"(24.0, 37.5]",Q2
36001,2020-03-13,307117,36,2,3,26,65,0.42857142857142855,0.13954663160014866,"(24.0, 37.5]",Q2
36001,2020-03-14,307117,36,3,6,108,173,0.8571428571428571,0.2790932632002973,"(24.0, 37.5]",Q2
36001,2020-03-15,307117,36,6,12,108,281,1.7142857142857142,0.5581865264005946,"(24.0, 37.5]",Q2
36001,2020-03-16,307117,36,11,23,140,421,3.2857142857142856,1.069857508934473,"(24.0, 37.5]",Q2
36001,2020-03-17,307117,36,13,36,267,688,5.142857142857143,1.674559579201784,"(24.0, 37.5]",Q2
36001,2020-03-18,307117,36,7,43,331,1019,6.142857142857143,2.0001683862687973,"(24.0, 37.5]",Q2
36001,2020-03-19,307117,36,18,61,450,1469,8.571428571428571,2.7909326320029733,"(24.0, 37.5]",Q2
36001,2020-03-20,307117,36,27,88,499,1968,12.142857142857142,3.9538212286708787,"(24.0, 37.5]",Q2
36001,2020-03-21,307117,36,35,123,577,2545,16.714285714285715,5.442318632405798,"(24.0, 37.5]",Q2
36001,2020-03-22,307117,36,4,127,197,2742,16.428571428571427,5.3492875446723644,"(24.0, 37.5]",Q2
36001,2020-03-23,307117,36,19,146,144,2886,17.571428571428573,5.721411895606096,"(24.0, 37.5]",Q2
36001,2020-03-24,307117,36,6,152,198,3084,16.571428571428573,5.395803088539083,"(24.0, 37.5]",Q2
36001,2020-03-25,307117,36,19,171,93,3177,18.285714285714285,5.953989614939676,"(24.0, 37.5]",Q2
36001,2020-03-26,307117,36,16,187,112,3289,18.0,5.860958527206244,"(24.0, 37.5]",Q2
36001,2020-03-27,307117,36,8,195,101,3390,15.285714285714286,4.977163193738636,"(24.0, 37.5]",Q2
36001,2020-03-28,307117,36,10,205,73,3463,11.714285714285714,3.81427459707073,"(24.0, 37.5]",Q2
36001,2020-03-29,307117,36,12,217,61,3524,12.857142857142858,4.18639894800446,"(24.0, 37.5]",Q2
36001,2020-03-30,307117,36,9,226,72,3596,11.428571428571429,3.721243509337298,"(24.0, 37.5]",Q2
36001,2020-03-31,307117,36,14,240,108,3704,12.571428571428571,4.0933678602710275,"(24.0, 37.5]",Q2
36001,2020-04-01,307117,36,13,253,106,3810,11.714285714285714,3.81427459707073,"(24.0, 37.5]",Q2
36001,2020-04-02,307117,36,14,267,105,3915,11.428571428571429,3.721243509337298,"(24.0, 37.5]",Q2
36001,2020-04-03,307117,36,26,293,123,4038,14.0,4.55852329893819,"(24.0, 37.5]",Q2
36001,2020-04-04,307117,36,12,305,117,4155,14.285714285714286,4.651554386671622,"(24.0, 37.5]",Q2
36001,2020-04-05,307117,36,14,319,89,4244,14.571428571428571,4.744585474405055,"(24.0, 37.5]",Q2
36001,2020-04-06,307117,36,14,333,86,4330,15.285714285714286,4.977163193738636,"(24.0, 37.5]",Q2
36001,2020-04-07,307117,36,9,342,74,4404,14.571428571428571,4.744585474405055,"(24.0, 37.5]",Q2
36001,2020-04-08,307117,36,37,379,229,4633,18.0,5.860958527206244,"(24.0, 37.5]",Q2
36001,2020-04-09,307117,36,47,426,332,4965,22.714285714285715,7.3959714748078795,"(24.0, 37.5]",Q2
36001,2020-04-10,307117,36,20,446,159,5124,21.857142857142858,7.116878211607582,"(24.0, 37.5]",Q2
36001,2020-04-11,307117,36,32,478,223,5347,24.714285714285715,8.047189088941906,"(24.0, 37.5]",Q2
36001,2020-04-12,307117,36,21,499,193,5540,25.714285714285715,8.37279789600892,"(24.0, 37.5]",Q2
36001,2020-04-13,307117,36,36,535,216,5756,28.857142857142858,9.396139861076676,"(24.0, 37.5]",Q2
36001,2020-04-14,307117,36,13,548,106,5862,29.428571428571427,9.582202036543542,"(24.0, 37.5]",Q2
36001,2020-04-15,307117,36,33,581,301,6163,28.857142857142858,9.396139861076676,"(24.0, 37.5]",Q2
36001,2020-04-16,307117,36,38,619,273,6436,27.571428571428573,8.977499966276232,"(24.0, 37.5]",Q2
36001,2020-04-17,307117,36,29,648,291,6727,28.857142857142858,9.396139861076676,"(24.0, 37.5]",Q2
36001,2020-04-18,307117,36,34,682,305,7032,29.142857142857142,9.48917094881011,"(24.0, 37.5]",Q2
36001,2020-04-19,307117,36,5,687,103,7135,26.857142857142858,8.74492224694265,"(24.0, 37.5]",Q2
36001,2020-04-20,307117,36,17,704,164,7299,24.142857142857142,7.861126913475041,"(24.0, 37.5]",Q2
36001,2020-04-21,307117,36,33,737,236,7535,27.0,8.791437790809365,"(24.0, 37.5]",Q2
36001,2020-04-22,307117,36,21,758,178,7713,25.285714285714285,8.233251264408771,"(24.0, 37.5]",Q2
36001,2020-04-23,307117,36,47,805,319,8032,26.571428571428573,8.651891159209217,"(24.0, 37.5]",Q2
36001,2020-04-24,307117,36,94,899,626,8658,35.857142857142854,11.675401510545772,"(24.0, 37.5]",Q2
36001,2020-04-25,307117,36,49,948,402,9060,38.0,12.373134668546514,"(24.0, 37.5]",Q2
36001,2020-04-26,307117,36,31,979,263,9323,41.714285714285715,13.582538809081136,"(24.0, 37.5]",Q2
36001,2020-04-27,307117,36,30,1009,197,9520,43.57142857142857,14.187240879348447,"(24.0, 37.5]",Q2
36001,2020-04-28,307117,36,58,1067,351,9871,47.142857142857146,15.350129476016354,"(24.0, 37.5]",Q2
36001,2020-04-29,307117,36,98,1165,439,10310,58.142857142857146,18.931826353753504,"(24.0, 37.5]",Q2
36001,2020-04-30,307117,36,39,1204,378,10688,57.0,18.559702002819773,"(24.0, 37.5]",Q2
36001,2020-05-01,307117,36,34,1238,434,11122,48.42857142857143,15.7687693708168,"(24.0, 37.5]",Q2
36001,2020-05-02,307117,36,20,1258,441,11563,44.285714285714285,14.41981859868203,"(24.0, 37.5]",Q2
36001,2020-05-03,307117,36,29,1287,391,11954,44.0,14.326787510948597,"(24.0, 37.5]",Q2
36001,2020-05-04,307117,36,7,1294,130,12084,40.714285714285715,13.256930002014125,"(24.0, 37.5]",Q2
36001,2020-05-05,307117,36,27,1321,367,12451,36.285714285714285,11.81494814214592,"(24.0, 37.5]",Q2
36001,2020-05-06,307117,36,27,1348,407,12858,26.142857142857142,8.512344527609068,"(24.0, 37.5]",Q2
36001,2020-05-07,307117,36,36,1384,385,13243,25.714285714285715,8.37279789600892,"(24.0, 37.5]",Q2
36001,2020-05-08,307117,36,32,1416,488,13731,25.428571428571427,8.279766808275486,"(24.0, 37.5]",Q2
36001,2020-05-09,307117,36,16,1432,455,14186,24.857142857142858,8.093704632808622,"(24.0, 37.5]",Q2
36001,2020-05-10,307117,36,24,1456,384,14570,24.142857142857142,7.861126913475041,"(24.0, 37.5]",Q2
36001,2020-05-11,307117,36,23,1479,341,14911,26.428571428571427,8.605375615342501,"(24.0, 37.5]",Q2
36001,2020-05-12,307117,36,15,1494,335,15246,24.714285714285715,8.047189088941906,"(24.0, 37.5]",Q2
36001,2020-05-13,307117,36,15,1509,546,15792,23.0,7.4890025625413115,"(24.0, 37.5]",Q2
36001,2020-05-14,307117,36,29,1538,541,16333,22.0,7.163393755474298,"(24.0, 37.5]",Q2
36001,2020-05-15,307117,36,34,1572,482,16815,22.285714285714285,7.256424843207729,"(24.0, 37.5]",Q2
36001,2020-05-16,307117,36,7,1579,411,17226,21.0,6.837784948407284,"(24.0, 37.5]",Q2
36001,2020-05-17,307117,36,31,1610,342,17568,22.0,7.163393755474298,"(24.0, 37.5]",Q2
36001,2020-05-18,307117,36,45,1655,398,17966,25.142857142857142,8.186735720542055,"(24.0, 37.5]",Q2
36001,2020-05-19,307117,36,27,1682,697,18663,26.857142857142858,8.74492224694265,"(24.0, 37.5]",Q2
36001,2020-05-20,307117,36,18,1700,650,19313,27.285714285714285,8.884468878542798,"(24.0, 37.5]",Q2
36001,2020-05-21,307117,36,56,1756,920,20233,31.142857142857142,10.140388562944135,"(24.0, 37.5]",Q2
36001,2020-05-22,307117,36,14,1770,655,20888,28.285714285714285,9.21007768560981,"(24.0, 37.5]",Q2
36001,2020-05-23,307117,36,12,1782,438,21326,29.0,9.442655404943393,"(24.0, 37.5]",Q2
36001,2020-05-24,307117,36,9,1791,378,21704,25.857142857142858,8.419313439875637,"(24.0, 37.5]",Q2
36001,2020-05-25,307117,36,2,1793,328,22032,19.714285714285715,6.419145053606838,"(24.0, 37.5]",Q2
36001,2020-05-26,307117,36,3,1796,369,22401,16.285714285714285,5.302772000805649,"(24.0, 37.5]",Q2
36001,2020-05-27,307117,36,18,1814,666,23067,16.285714285714285,5.302772000805649,"(24.0, 37.5]",Q2
36001,2020-05-28,307117,36,20,1834,416,23483,11.142857142857142,3.6282124216038647,"(24.0, 37.5]",Q2
36001,2020-05-29,307117,36,9,1843,521,24004,10.428571428571429,3.395634702270284,"(24.0, 37.5]",Q2
36001,2020-05-30,307117,36,17,1860,760,24764,11.142857142857142,3.6282124216038647,"(24.0, 37.5]",Q2
36001,2020-05-31,307117,36,22,1882,537,25301,13.0,4.232914491871177,"(24.0, 37.5]",Q2
36001,2020-06-01,307117,36,18,1900,618,25919,15.285714285714286,4.977163193738636,"(24.0, 37.5]",Q2
36001,2020-06-02,307117,36,20,1920,1170,27089,17.714285714285715,5.767927439472812,"(24.0, 37.5]",Q2
36001,2020-06-03,307117,36,10,1930,817,27906,16.571428571428573,5.395803088539083,"(24.0, 37.5]",Q2
36001,2020-06-04,307117,36,11,1941,1179,29085,15.285714285714286,4.977163193738636,"(24.0, 37.5]",Q2
36001,2020-06-05,307117,36,12,1953,1164,30249,15.714285714285714,5.116709825338784,"(24.0, 37.5]",Q2
36001,2020-06-06,307117,36,8,1961,751,31000,14.428571428571429,4.698069930538338,"(24.0, 37.5]",Q2
36001,2020-06-07,307117,36,17,1978,1194,32194,13.714285714285714,4.465492211204757,"(24.0, 37.5]",Q2
36003,2020-03-02,46430,44,0,0,0,0,0.0,0.0,"(37.5, 52.0]",Q3
36003,2020-03-03,46430,44,0,0,0,0,0.0,0.0,"(37.5, 52.0]",Q3
36003,2020-03-04,46430,44,0,0,0,0,0.0,0.0,"(37.5, 52.0]",Q3
36003,2020-03-05,46430,44,0,0,0,0,0.0,0.0,"(37.5, 52.0]",Q3
36003,2020-03-06,46430,44,0,0,0,0,0.0,0.0,"(37.5, 52.0]",Q3
36003,2020-03-07,46430,44,0,0,0,0,0.0,0.0,"(37.5, 52.0]",Q3
36003,2020-03-08,46430,44,0,0,0,0,0.0,0.0,"(37.5, 52.0]",Q3
36003,2020-03-09,46430,44,0,0,0,0,0.0,0.0,"(37.5, 52.0]",Q3
36003,2020-03-10,46430,44,0,0,0,0,0.0,0.0,"(37.5, 52.0]",Q3
36003,2020-03-11,46430,44,0,0,4,4,0.0,0.0,"(37.5, 52.0]",Q3
36003,2020-03-12,46430,44,0,0,1,5,0.0,0.0,"(37.5, 52.0]",Q3
36003,2020-03-13,46430,44,0,0,0,5,0.0,0.0,"(37.5, 52.0]",Q3
36003,2020-03-14,46430,44,0,0,1,6,0.0,0.0,"(37.5, 52.0]",Q3
36003,2020-03-15,46430,44,2,2,5,11,0.2857142857142857,0.6153656810559675,"(37.5, 52.0]",Q3
36003,2020-03-16,46430,44,0,2,1,12,0.2857142857142857,0.6153656810559675,"(37.5, 52.0]",Q3
36003,2020-03-17,46430,44,0,2,0,12,0.2857142857142857,0.6153656810559675,"(37.5, 52.0]",Q3
36003,2020-03-18,46430,44,0,2,3,15,0.2857142857142857,0.6153656810559675,"(37.5, 52.0]",Q3
36003,2020-03-19,46430,44,0,2,2,17,0.2857142857142857,0.6153656810559675,"(37.5, 52.0]",Q3
36003,2020-03-20,46430,44,0,2,10,27,0.2857142857142857,0.6153656810559675,"(37.5, 52.0]",Q3
36003,2020-03-21,46430,44,0,2,10,37,0.2857142857142857,0.6153656810559675,"(37.5, 52.0]",Q3
36003,2020-03-22,46430,44,0,2,39,76,0.0,0.0,"(37.5, 52.0]",Q3
36003,2020-03-23,46430,44,0,2,2,78,0.0,0.0,"(37.5, 52.0]",Q3
36003,2020-03-24,46430,44,0,2,5,83,0.0,0.0,"(37.5, 52.0]",Q3
36003,2020-03-25,46430,44,0,2,6,89,0.0,0.0,"(37.5, 52.0]",Q3
36003,2020-03-26,46430,44,0,2,9,98,0.0,0.0,"(37.5, 52.0]",Q3
36003,2020-03-27,46430,44,0,2,4,102,0.0,0.0,"(37.5, 52.0]",Q3
36003,2020-03-28,46430,44,4,6,12,114,0.5714285714285714,1.230731362111935,"(37.5, 52.0]",Q3
36003,2020-03-29,46430,44,1,7,7,121,0.7142857142857143,1.5384142026399186,"(37.5, 52.0]",Q3
36003,2020-03-30,46430,44,0,7,4,125,0.7142857142857143,1.5384142026399186,"(37.5, 52.0]",Q3
36003,2020-03-31,46430,44,2,9,10,135,1.0,2.1537798836958864,"(37.5, 52.0]",Q3
36003,2020-04-01,46430,44,3,12,14,149,1.4285714285714286,3.076828405279837,"(37.5, 52.0]",Q3
36003,2020-04-02,46430,44,2,14,18,167,1.7142857142857142,3.692194086335805,"(37.5, 52.0]",Q3
36003,2020-04-03,46430,44,2,16,13,180,2.0,4.307559767391773,"(37.5, 52.0]",Q3
36003,2020-04-04,46430,44,0,16,8,188,1.4285714285714286,3.076828405279837,"(37.5, 52.0]",Q3
36003,2020-04-05,46430,44,1,17,8,196,1.4285714285714286,3.076828405279837,"(37.5, 52.0]",Q3
36003,2020-04-06,46430,44,0,17,3,199,1.4285714285714286,3.076828405279837,"(37.5, 52.0]",Q3
36003,2020-04-07,46430,44,4,21,16,215,1.7142857142857142,3.692194086335805,"(37.5, 52.0]",Q3
36003,2020-04-08,46430,44,1,22,12,227,1.4285714285714286,3.076828405279837,"(37.5, 52.0]",Q3
36003,2020-04-09,46430,44,4,26,21,248,1.7142857142857142,3.692194086335805,"(37.5, 52.0]",Q3
36003,2020-04-10,46430,44,0,26,16,264,1.4285714285714286,3.076828405279837,"(37.5, 52.0]",Q3
36003,2020-04-11,46430,44,0,26,11,275,1.4285714285714286,3.076828405279837,"(37.5, 52.0]",Q3
36003,2020-04-12,46430,44,0,26,5,280,1.2857142857142858,2.7691455647518537,"(37.5, 52.0]",Q3
36003,2020-04-13,46430,44,2,28,14,294,1.5714285714285714,3.3845112458078215,"(37.5, 52.0]",Q3
36003,2020-04-14,46430,44,0,28,10,304,1.0,2.1537798836958864,"(37.5, 52.0]",Q3
36003,2020-04-15,46430,44,0,28,8,312,0.8571428571428571,1.8460970431679025,"(37.5, 52.0]",Q3
36003,2020-04-16,46430,44,1,29,21,333,0.42857142857142855,0.9230485215839512,"(37.5, 52.0]",Q3
36003,2020-04-17,46430,44,1,30,15,348,0.5714285714285714,1.230731362111935,"(37.5, 52.0]",Q3
36003,2020-04-18,46430,44,0,30,7,355,0.5714285714285714,1.230731362111935,"(37.5, 52.0]",Q3
36003,2020-04-19,46430,44,0,30,5,360,0.5714285714285714,1.230731362111935,"(37.5, 52.0]",Q3
36003,2020-04-20,46430,44,0,30,9,369,0.2857142857142857,0.6153656810559675,"(37.5, 52.0]",Q3
36003,2020-04-21,46430,44,0,30,10,379,0.2857142857142857,0.6153656810559675,"(37.5, 52.0]",Q3
36003,2020-04-22,46430,44,0,30,14,393,0.2857142857142857,0.6153656810559675,"(37.5, 52.0]",Q3
36003,2020-04-23,46430,44,1,31,10,403,0.2857142857142857,0.6153656810559675,"(37.5, 52.0]",Q3
36003,2020-04-24,46430,44,4,35,61,464,0.7142857142857143,1.5384142026399186,"(37.5, 52.0]",Q3
36003,2020-04-25,46430,44,0,35,12,476,0.7142857142857143,1.5384142026399186,"(37.5, 52.0]",Q3
36003,2020-04-26,46430,44,0,35,9,485,0.7142857142857143,1.5384142026399186,"(37.5, 52.0]",Q3
36003,2020-04-27,46430,44,0,35,14,499,0.7142857142857143,1.5384142026399186,"(37.5, 52.0]",Q3
36003,2020-04-28,46430,44,0,35,26,525,0.7142857142857143,1.5384142026399186,"(37.5, 52.0]",Q3
36003,2020-04-29,46430,44,0,35,18,543,0.7142857142857143,1.5384142026399186,"(37.5, 52.0]",Q3
36003,2020-04-30,46430,44,0,35,20,563,0.5714285714285714,1.230731362111935,"(37.5, 52.0]",Q3
36003,2020-05-01,46430,44,0,35,11,574,0.0,0.0,"(37.5, 52.0]",Q3
36003,2020-05-02,46430,44,0,35,18,592,0.0,0.0,"(37.5, 52.0]",Q3
36003,2020-05-03,46430,44,0,35,14,606,0.0,0.0,"(37.5, 52.0]",Q3
36003,2020-05-04,46430,44,0,35,31,637,0.0,0.0,"(37.5, 52.0]",Q3
36003,2020-05-05,46430,44,0,35,22,659,0.0,0.0,"(37.5, 52.0]",Q3
36003,2020-05-06,46430,44,0,35,40,699,0.0,0.0,"(37.5, 52.0]",Q3
36003,2020-05-07,46430,44,0,35,33,732,0.0,0.0,"(37.5, 52.0]",Q3
36003,2020-05-08,46430,44,0,35,18,750,0.0,0.0,"(37.5, 52.0]",Q3
36003,2020-05-09,46430,44,1,36,20,770,0.14285714285714285,0.3076828405279837,"(37.5, 52.0]",Q3
36003,2020-05-10,46430,44,2,38,35,805,0.42857142857142855,0.9230485215839512,"(37.5, 52.0]",Q3
36003,2020-05-11,46430,44,4,42,41,846,1.0,2.1537798836958864,"(37.5, 52.0]",Q3
36003,2020-05-12,46430,44,2,44,39,885,1.2857142857142858,2.7691455647518537,"(37.5, 52.0]",Q3
36003,2020-05-13,46430,44,0,44,53,938,1.2857142857142858,2.7691455647518537,"(37.5, 52.0]",Q3
36003,2020-05-14,46430,44,0,44,44,982,1.2857142857142858,2.7691455647518537,"(37.5, 52.0]",Q3
36003,2020-05-15,46430,44,0,44,27,1009,1.2857142857142858,2.7691455647518537,"(37.5, 52.0]",Q3
36003,2020-05-16,46430,44,0,44,36,1045,1.1428571428571428,2.46146272422387,"(37.5, 52.0]",Q3
36003,2020-05-17,46430,44,0,44,89,1134,0.8571428571428571,1.8460970431679025,"(37.5, 52.0]",Q3
36003,2020-05-18,46430,44,0,44,28,1162,0.2857142857142857,0.6153656810559675,"(37.5, 52.0]",Q3
36003,2020-05-19,46430,44,0,44,49,1211,0.0,0.0,"(37.5, 52.0]",Q3
36003,2020-05-20,46430,44,0,44,68,1279,0.0,0.0,"(37.5, 52.0]",Q3
36003,2020-05-21,46430,44,0,44,47,1326,0.0,0.0,"(37.5, 52.0]",Q3
36003,2020-05-22,46430,44,0,44,26,1352,0.0,0.0,"(37.5, 52.0]",Q3
36003,2020-05-23,46430,44,0,44,33,1385,0.0,0.0,"(37.5, 52.0]",Q3
36003,2020-05-24,46430,44,0,44,53,1438,0.0,0.0,"(37.5, 52.0]",Q3
36003,2020-05-25,46430,44,0,44,28,1466,0.0,0.0,"(37.5, 52.0]",Q3
36003,2020-05-26,46430,44,1,45,96,1562,0.14285714285714285,0.3076828405279837,"(37.5, 52.0]",Q3
36003,2020-05-27,46430,44,0,45,98,1660,0.14285714285714285,0.3076828405279837,"(37.5, 52.0]",Q3
36003,2020-05-28,46430,44,0,45,60,1720,0.14285714285714285,0.3076828405279837,"(37.5, 52.0]",Q3
36003,2020-05-29,46430,44,0,45,64,1784,0.14285714285714285,0.3076828405279837,"(37.5, 52.0]",Q3
36003,2020-05-30,46430,44,0,45,51,1835,0.14285714285714285,0.3076828405279837,"(37.5, 52.0]",Q3
36003,2020-05-31,46430,44,3,48,100,1935,0.5714285714285714,1.230731362111935,"(37.5, 52.0]",Q3
36003,2020-06-01,46430,44,0,48,160,2095,0.5714285714285714,1.230731362111935,"(37.5, 52.0]",Q3
36003,2020-06-02,46430,44,1,49,181,2276,0.5714285714285714,1.230731362111935,"(37.5, 52.0]",Q3
36003,2020-06-03,46430,44,0,49,131,2407,0.5714285714285714,1.230731362111935,"(37.5, 52.0]",Q3
36003,2020-06-04,46430,44,2,51,154,2561,0.8571428571428571,1.8460970431679025,"(37.5, 52.0]",Q3
36003,2020-06-05,46430,44,0,51,309,2870,0.8571428571428571,1.8460970431679025,"(37.5, 52.0]",Q3
36003,2020-06-06,46430,44,0,51,98,2968,0.8571428571428571,1.8460970431679025,"(37.5, 52.0]",Q3
36003,2020-06-07,46430,44,0,51,149,3117,0.42857142857142855,0.9230485215839512,"(37.5, 52.0]",Q3
36005,2020-03-02,1432132,100,0,0,0,0,0.0,0.0,"(52.0, 100.0]",Q4
36005,2020-03-03,1432132,100,0,0,1,1,0.0,0.0,"(52.0, 100.0]",Q4
36005,2020-03-04,1432132,100,0,0,0,1,0.0,0.0,"(52.0, 100.0]",Q4
36005,2020-03-05,1432132,100,0,0,5,6,0.0,0.0,"(52.0, 100.0]",Q4
36005,2020-03-06,1432132,100,0,0,6,12,0.0,0.0,"(52.0, 100.0]",Q4
36005,2020-03-07,1432132,100,0,0,17,29,0.0,0.0,"(52.0, 100.0]",Q4
36005,2020-03-08,1432132,100,1,1,16,45,0.14285714285714285,0.00997513796613321,"(52.0, 100.0]",Q4
36005,2020-03-09,1432132,100,4,5,31,76,0.7142857142857143,0.049875689830666044,"(52.0, 100.0]",Q4
36005,2020-03-10,1432132,100,0,5,47,123,0.7142857142857143,0.049875689830666044,"(52.0, 100.0]",Q4
36005,2020-03-11,1432132,100,2,7,31,154,1.0,0.06982596576293247,"(52.0, 100.0]",Q4
36005,2020-03-12,1432132,100,3,10,36,190,1.4285714285714286,0.09975137966133209,"(52.0, 100.0]",Q4
36005,2020-03-13,1432132,100,10,20,99,289,2.857142857142857,0.19950275932266417,"(52.0, 100.0]",Q4
36005,2020-03-14,1432132,100,8,28,80,369,4.0,0.2793038630517299,"(52.0, 100.0]",Q4
36005,2020-03-15,1432132,100,29,57,116,485,8.0,0.5586077261034598,"(52.0, 100.0]",Q4
36005,2020-03-16,1432132,100,29,86,151,636,11.571428571428571,0.80798617525679,"(52.0, 100.0]",Q4
36005,2020-03-17,1432132,100,123,209,433,1069,29.142857142857142,2.034928145091175,"(52.0, 100.0]",Q4
36005,2020-03-18,1432132,100,154,363,597,1666,50.857142857142854,3.551149115943422,"(52.0, 100.0]",Q4
36005,2020-03-19,1432132,100,191,554,605,2271,77.71428571428571,5.426475053576466,"(52.0, 100.0]",Q4
36005,2020-03-20,1432132,100,297,851,884,3155,118.71428571428571,8.289339649856696,"(52.0, 100.0]",Q4
36005,2020-03-21,1432132,100,367,1218,1044,4199,170.0,11.87041417969852,"(52.0, 100.0]",Q4
36005,2020-03-22,1432132,100,606,1824,1276,5475,252.42857142857142,17.62606878615738,"(52.0, 100.0]",Q4
36005,2020-03-23,1432132,100,455,2279,970,6445,313.2857142857143,21.875477559730125,"(52.0, 100.0]",Q4
36005,2020-03-24,1432132,100,611,2890,1188,7633,383.0,26.743344887203136,"(52.0, 100.0]",Q4
36005,2020-03-25,1432132,100,838,3728,1770,9403,480.7142857142857,33.566339256038255,"(52.0, 100.0]",Q4
36005,2020-03-26,1432132,100,829,4557,1428,10831,571.8571428571429,39.93047727843124,"(52.0, 100.0]",Q4
36005,2020-03-27,1432132,100,846,5403,1478,12309,650.2857142857143,45.40682802183837,"(52.0, 100.0]",Q4
36005,2020-03-28,1432132,100,901,6304,1529,13838,726.5714285714286,50.733551695753505,"(52.0, 100.0]",Q4
36005,2020-03-29,1432132,100,658,6962,1160,14998,734.0,51.252258869992424,"(52.0, 100.0]",Q4
36005,2020-03-30,1432132,100,804,7766,1341,16339,783.8571428571429,54.733582020172925,"(52.0, 100.0]",Q4
36005,2020-03-31,1432132,100,1095,8861,1818,18157,853.0,59.5615487957814,"(52.0, 100.0]",Q4
36005,2020-04-01,1432132,100,1066,9927,1754,19911,885.5714285714286,61.835880252059766,"(52.0, 100.0]",Q4
36005,2020-04-02,1432132,100,1159,11086,1946,21857,932.7142857142857,65.12767578088372,"(52.0, 100.0]",Q4
36005,2020-04-03,1432132,100,1229,12315,2108,23965,987.4285714285714,68.94815362191275,"(52.0, 100.0]",Q4
36005,2020-04-04,1432132,100,1053,13368,1778,25743,1009.1428571428571,70.46437459276498,"(52.0, 100.0]",Q4
36005,2020-04-05,1432132,100,959,14327,1628,27371,1052.142857142857,73.46689112057109,"(52.0, 100.0]",Q4
36005,2020-04-06,1432132,100,1021,15348,1996,29367,1083.142857142857,75.63149605922199,"(52.0, 100.0]",Q4
36005,2020-04-07,1432132,100,1278,16626,2562,31929,1109.2857142857142,77.45694630702437,"(52.0, 100.0]",Q4
36005,2020-04-08,1432132,100,1166,17792,2348,34277,1123.5714285714287,78.4544601036377,"(52.0, 100.0]",Q4
36005,2020-04-09,1432132,100,1368,19160,2637,36914,1153.4285714285713,80.53926393855953,"(52.0, 100.0]",Q4
36005,2020-04-10,1432132,100,1317,20477,2580,39494,1166.0,81.41707607957926,"(52.0, 100.0]",Q4
36005,2020-04-11,1432132,100,964,21441,2081,41575,1153.2857142857142,80.52928880059339,"(52.0, 100.0]",Q4
36005,2020-04-12,1432132,100,764,22205,1623,43198,1125.4285714285713,78.58413689719742,"(52.0, 100.0]",Q4
36005,2020-04-13,1432132,100,1061,23266,2294,45492,1131.142857142857,78.98314241584275,"(52.0, 100.0]",Q4
36005,2020-04-14,1432132,100,1387,24653,2622,48114,1146.7142857142858,80.07043245415127,"(52.0, 100.0]",Q4
36005,2020-04-15,1432132,100,1279,25932,2939,51053,1162.857142857143,81.19762304432433,"(52.0, 100.0]",Q4
36005,2020-04-16,1432132,100,1103,27035,2793,53846,1125.0,78.55421148329903,"(52.0, 100.0]",Q4
36005,2020-04-17,1432132,100,984,28019,2597,56443,1077.4285714285713,75.23249054057666,"(52.0, 100.0]",Q4
36005,2020-04-18,1432132,100,804,28823,2162,58605,1054.5714285714287,73.63646846599536,"(52.0, 100.0]",Q4
36005,2020-04-19,1432132,100,549,29372,1707,60312,1023.8571428571429,71.49181380327671,"(52.0, 100.0]",Q4
36005,2020-04-20,1432132,100,617,29989,2050,62362,960.4285714285714,67.06285254631358,"(52.0, 100.0]",Q4
36005,2020-04-21,1432132,100,879,30868,2942,65304,887.8571428571429,61.995482459517895,"(52.0, 100.0]",Q4
36005,2020-04-22,1432132,100,791,31659,3084,68388,818.1428571428571,57.127615132044895,"(52.0, 100.0]",Q4
36005,2020-04-23,1432132,100,1042,32701,3691,72079,809.4285714285714,56.51913171611076,"(52.0, 100.0]",Q4
36005,2020-04-24,1432132,100,1482,34183,4800,76879,880.5714285714286,61.4867504232451,"(52.0, 100.0]",Q4
36005,2020-04-25,1432132,100,787,34970,2967,79846,878.1428571428571,61.31717307782084,"(52.0, 100.0]",Q4
36005,2020-04-26,1432132,100,586,35556,2363,82209,883.4285714285714,61.68625318256777,"(52.0, 100.0]",Q4
