county,population,sdi_score,fpl_100_score,sing_parent_fam_score,black_score,dropout_score,no_car_score,rent_occup_score,crowding_score,nonemp_score,unemp_score,highneeds_score,hisp_score,foreignb_score,lingisol_score,percnt_ltfpl100,percnt_singlparntfly,percnt_black,percnt_dropout,percnt_hhnocar,percnt_rentoccup,percnt_crowding,percnt_nonemp,percnt_unemp,percnt_highneeds,percnt_hispanic,percnt_frgnborn,percnt_lingisol
28061,16588,66,94,90,99,89,31,2,34,49,49,87,1,1,7,0.23866868,0.23135071,0.52959973,0.2107504,0.056598283,0.18027063,0.0186236,0.080825321,0.047192354,0.41873643,0.00596817,0.002170244,0.003491925
28063,7586,99,100,100,100,96,93,65,72,100,100,31,1,1,8,0.48749825,0.40303952,0.859478,0.23413344,0.14459725,0.39174852,0.038113948,0.16987488,0,0.39638808,0.001054574,0.001054574,0.004322201
28065,11941,80,100,89,100,86,91,11,41,96,96,91,1,1,1,0.34327596,0.22798093,0.61234403,0.20149614,0.13389121,0.23590356,0.020920502,0.13249281,0.10329171,0.42400134,0.001423666,0.000586216,0
28067,68276,73,92,84,90,88,37,20,65,41,41,83,23,17,11,0.22731285,0.21932055,0.28869587,0.20551424,0.059606694,0.26627579,0.03253125,0.077129915,0.055742756,0.41519713,0.042489309,0.029732263,0.006025813
28069,10211,83,99,94,99,96,76,12,59,72,72,31,11,1,23,0.30482832,0.2415957,0.5886789,0.23157895,0.095770806,0.23683493,0.028103683,0.097797588,0.029285714,0.39623934,0.024091667,0.005680149,0.012278308
28071,51169,71,96,89,86,38,11,67,46,55,55,95,10,17,17,0.25832844,0.22623996,0.23955911,0.10809014,0.041363794,0.40284988,0.023018345,0.085798442,0.068353564,0.43424729,0.023217183,0.03017452,0.008595823
28073,58885,50,57,80,79,22,27,43,55,58,58,51,10,15,16,0.16682926,0.21661815,0.20083213,0.088277362,0.053784586,0.33459866,0.026480677,0.087264232,0.066469848,0.40137556,0.023554387,0.027290482,0.008140865
28075,79832,80,92,94,97,65,66,48,61,73,73,62,9,9,9,0.22826087,0.24546108,0.42421585,0.14301476,0.080704354,0.34776607,0.029493956,0.09993311,0.073394932,0.40604019,0.020743562,0.018401142,0.004511633
28077,12586,55,90,28,93,89,45,7,31,89,89,57,1,1,1,0.22004132,0.15431383,0.32242173,0.2070647,0.066527195,0.21778242,0.017782427,0.11232103,0.090883821,0.40378198,0.006276816,0.00071508,0
28079,23153,81,98,76,96,97,49,19,85,84,84,67,23,12,35,0.27236617,0.21402214,0.41359651,0.24581121,0.067596823,0.26605725,0.059417851,0.10760894,0.065658502,0.40742022,0.042499892,0.022372911,0.018883811
28081,85036,66,76,72,90,75,27,38,63,47,47,79,12,10,22,0.18276672,0.20831843,0.27814102,0.16138946,0.054006375,0.31707469,0.030732568,0.079010889,0.063479975,0.4129898,0.025001176,0.020073852,0.011822599
28083,31516,100,100,100,100,96,90,91,74,100,100,72,12,11,18,0.41901901,0.36077237,0.72077674,0.2372276,0.12730968,0.48540282,0.040835179,0.16971883,0.026231419,0.41007742,0.024685875,0.020751365,0.009331117
28085,34765,62,97,72,92,73,8,16,69,44,44,72,2,1,11,0.2659587,0.208141,0.30795339,0.15687823,0.037789579,0.25352111,0.03625029,0.077879339,0.064231478,0.40957859,0.010988062,0.005378973,0.005541445
28087,59699,79,93,70,97,78,56,62,30,96,96,79,8,11,20,0.23458675,0.20460375,0.43814805,0.17011222,0.073914915,0.38504511,0.017447358,0.13140649,0.058352474,0.4131225,0.018559774,0.020720616,0.010528577
28089,100202,27,37,58,95,32,16,24,55,9,9,31,14,21,19,0.13480854,0.19015953,0.38218799,0.10187578,0.046271592,0.28094429,0.026059773,0.055173401,0.031006239,0.39643919,0.028242949,0.03818287,0.00980947
28091,26109,78,98,70,93,96,62,12,74,84,84,75,4,2,6,0.2835744,0.20376664,0.32230264,0.23259394,0.077440389,0.23700835,0.041063786,0.10732798,0.097632699,0.41139072,0.014056455,0.006357961,0.003158753
28093,36385,69,80,90,98,92,41,7,48,56,56,23,17,6,14,0.18950216,0.23216005,0.47599286,0.22496116,0.062566765,0.21669464,0.024187395,0.08647006,0.054169815,0.39148,0.033310428,0.014181668,0.007553792
28095,36175,66,85,44,92,96,67,15,35,90,90,87,2,1,2,0.19946235,0.17139308,0.30465791,0.22887996,0.082663603,0.25315729,0.019159013,0.11497166,0.071589783,0.41788527,0.010670353,0.004727021,0.000861079
28097,10464,78,99,82,97,98,71,12,68,61,61,91,2,1,8,0.29585913,0.21811523,0.45040137,0.26790872,0.088242196,0.23844168,0.035203002,0.08880946,0.072831422,0.42421636,0.010798929,0.002102447,0.004459047
28099,29553,83,94,95,83,91,42,25,82,73,73,72,1,3,16,0.23977253,0.25099495,0.22356445,0.22252658,0.06472341,0.28208232,0.052616876,0.10015361,0.078743964,0.40963691,0.006293777,0.008357866,0.008288322
28101,21663,74,91,93,92,80,40,9,56,88,88,90,5,2,8,0.22552846,0.23896936,0.30355906,0.17518722,0.06241418,0.2284359,0.026838098,0.10993185,0.08128576,0.42210221,0.01615658,0.006924249,0.003994508
28103,11143,83,100,79,100,100,91,24,16,100,100,77,4,11,10,0.36359456,0.21479885,0.71937537,0.34694159,0.13793951,0.28055078,0.013277601,0.19649674,0.034727145,0.41218701,0.013820335,0.021179216,0.00491763
28105,49048,85,100,74,94,62,42,88,43,97,97,92,5,24,23,0.33744293,0.21090479,0.36949518,0.1377776,0.064462624,0.47263056,0.022021392,0.13449863,0.075765364,0.42590931,0.015902789,0.044507422,0.01195447
28107,34373,78,92,87,98,83,56,17,74,83,83,72,5,2,5,0.22785217,0.22340831,0.4997527,0.19472378,0.073930599,0.25797412,0.042034123,0.10464356,0.079357043,0.40997294,0.015884561,0.008087743,0.002555015
28109,55196,60,90,44,68,82,41,12,47,92,92,60,16,8,11,0.21539949,0.17150941,0.13557142,0.18042514,0.063719302,0.2376007,0.023633894,0.1221887,0.11200941,0.40504748,0.030328285,0.016667875,0.005726487
28111,12187,55,80,40,82,82,35,1,52,96,96,84,1,1,1,0.18908639,0.16742523,0.21317798,0.18025647,0.058287796,0.14253187,0.025273224,0.13266638,0.12375572,0.41585296,0.003036022,0.005169443,0
28113,40075,88,99,97,99,83,87,44,53,72,72,84,4,2,20,0.29075703,0.26772311,0.52294445,0.1945259,0.11151737,0.33678651,0.025458731,0.098161131,0.049879324,0.41594511,0.013649408,0.007485964,0.010359537
28115,30517,50,55,62,71,92,13,10,67,21,21,29,34,14,33,0.16223282,0.19635007,0.15145656,0.22572593,0.043634985,0.23278315,0.034433693,0.065050013,0.066147529,0.39561555,0.060720254,0.02588721,0.01773857
28117,25380,64,88,54,69,96,40,20,15,84,84,88,3,1,2,0.21055233,0.18490891,0.14168637,0.2382036,0.062294409,0.26757813,0.012849507,0.10632014,0.084211707,0.41938534,0.012962963,0.005594957,0.000719572
28119,7761,97,100,99,100,100,88,47,67,100,100,73,2,4,7,0.39528102,0.29805726,0.70248681,0.32647464,0.11660662,0.34556174,0.034064855,0.26086956,0.14708994,0.41038525,0.009406004,0.010565649,0.003603014
28121,146761,13,17,26,78,33,4,17,27,9,9,57,13,13,13,0.099948131,0.15239769,0.19633962,0.10324124,0.030576209,0.25788105,0.015985129,0.055414788,0.046732385,0.40372443,0.026015086,0.023412215,0.006988848
28123,28293,91,98,99,94,99,89,20,85,96,96,62,51,39,65,0.27665427,0.28184047,0.37065706,0.29037189,0.12007733,0.26773176,0.061056275,0.13395898,0.078635596,0.4058601,0.10765914,0.070936278,0.047725655
28125,4805,98,99,89,100,92,93,67,78,100,100,62,1,3,10,0.29330498,0.22629696,0.71300727,0.22514433,0.14301865,0.39626908,0.045223288,0.23092073,0.006369427,0.40603539,0.006451613,0.009781478,0.00508762
28127,27401,76,96,80,94,86,50,7,75,88,88,52,7,3,6,0.26113126,0.21495189,0.35699427,0.20373364,0.068302318,0.21551096,0.043351699,0.11062285,0.06277436,0.40232107,0.017554104,0.00923324,0.003326749
28129,16257,66,94,88,86,82,52,3,65,6,6,82,1,1,1,0.2358654,0.22475138,0.246786,0.1847816,0.069679543,0.19342646,0.031717338,0.049937382,0.044087037,0.41409853,0.002891062,0.001722335,0.000328677
28131,17978,54,69,56,78,76,10,5,80,72,72,13,6,4,4,0.17948866,0.18667854,0.19167872,0.16389935,0.040423319,0.2055864,0.047362942,0.098718815,0.091168568,0.38624987,0.016742686,0.010957837,0.002081888
28133,27911,100,100,100,100,99,87,75,80,100,100,2,5,1,1,0.35509467,0.30439189,0.72724015,0.28550059,0.11177715,0.42360133,0.046779502,0.20648938,0.072447449,0.3641575,0.014976175,0.005589194,0
28135,14959,87,95,98,97,100,90,15,40,100,100,1,63,36,6,0.24852353,0.27373144,0.44842571,0.35945502,0.12517101,0.25148198,0.020747835,0.1802168,0.1359136,0.33244202,0.16658868,0.065178156,0.003191975
28137,28415,70,65,84,92,86,26,18,73,83,83,54,11,7,17,0.17532761,0.21985325,0.30783036,0.20154911,0.053278688,0.26139545,0.039084367,0.10505641,0.071404323,0.40267465,0.024670068,0.015308816,0.008996401
28139,22054,58,95,21,72,97,51,10,35,92,92,63,26,11,2,0.2445437,0.14659601,0.15666093,0.248825,0.068990298,0.23176429,0.019283747,0.12133613,0.091479018,0.40627551,0.047973156,0.021674072,0.000838424
28141,19539,45,55,21,24,96,37,11,25,83,83,90,13,8,6,0.16352202,0.14567685,0.025999283,0.22928907,0.059722949,0.23405646,0.015420805,0.10548472,0.10384154,0.42330724,0.026715798,0.017042838,0.00300575
28143,10477,100,98,100,100,96,75,98,91,94,94,63,3,11,27,0.27271849,0.35020778,0.75536889,0.23798414,0.093005769,0.5886187,0.08222612,0.12810007,0.088349514,0.40650949,0.013267157,0.021666508,0.014790675
28145,27811,72,91,51,69,96,9,27,75,89,89,77,24,17,22,0.22531405,0.17952883,0.14167055,0.23792447,0.039826002,0.2904785,0.042725954,0.11329703,0.10220171,0.41231886,0.045197945,0.030958973,0.011696472
28147,14978,66,99,44,97,90,37,1,69,89,89,68,7,4,6,0.28664073,0.17162162,0.4451195,0.21757998,0.060059018,0.14650235,0.036625586,0.11147826,0.063075632,0.40833223,0.017625852,0.010281746,0.003124458
28149,48020,73,91,73,98,64,62,48,45,51,51,34,9,9,27,0.22648494,0.20952766,0.47748855,0.13962774,0.077436872,0.35161552,0.022427369,0.082483456,0.059539329,0.39743856,0.02092878,0.019033736,0.014879175
28151,49499,100,100,100,100,96,91,81,64,100,100,67,3,4,16,0.35974962,0.30046403,0.71053958,0.23229814,0.13048975,0.44978839,0.031385697,0.22580172,0.10160024,0.40734157,0.013333603,0.010444655,0.008244929
28153,20564,57,98,37,95,96,45,1,36,72,72,72,4,1,5,0.27155322,0.16431323,0.3897588,0.23416492,0.06657929,0.14980341,0.019528178,0.098352775,0.051224105,0.41008559,0.014248201,0.003063606,0.002621232
28155,9999,68,91,56,79,79,49,13,66,89,89,38,3,1,2,0.22661144,0.18681319,0.19641964,0.17294014,0.067754701,0.243818,0.033135511,0.11125553,0.094202898,0.39883989,0.01280128,0.0050005,0.00098912
28157,9345,83,100,89,100,99,93,6,55,80,80,1,1,1,1,0.32268524,0.22557472,0.70658106,0.29147771,0.14241196,0.21252726,0.026488002,0.10148675,0.007092198,0.35302299,0.000856073,0,0
28159,18697,89,99,92,98,92,85,34,63,95,95,83,2,1,5,0.29527149,0.23713857,0.47424722,0.22353408,0.10829854,0.30923799,0.030662838,0.12981717,0.057778832,0.41514683,0.011124779,0.004064823,0.002609603
28161,12381,65,86,68,95,90,68,15,58,11,11,85,6,1,4,0.2027559,0.20301393,0.38744852,0.21662529,0.083709076,0.25132328,0.027837679,0.057928614,0.049916249,0.41620225,0.016315322,0.003876908,0.00235248
28163,27911,98,100,100,99,97,90,63,66,100,100,1,26,26,1,0.33139053,0.32029212,0.57396728,0.24484271,0.12322716,0.38758427,0.03313183,0.20456812,0.11222541,0.35305077,0.048045572,0.047687292,0
29001,25560,54,98,12,19,43,76,72,14,49,49,97,11,18,15,0.2686705,0.13175282,0.020657277,0.11421843,0.096107937,0.41504928,0.012454593,0.080413096,0.070264496,0.44671363,0.023982786,0.031690139,0.007887908
29003,17328,5,13,2,9,27,6,7,24,7,7,46,9,1,1,0.090127744,0.10598606,0.008310249,0.095162764,0.03393067,0.21665688,0.014982373,0.051910006,0.051252715,0.40068099,0.021410434,0.005309326,0
29005,5440,15,35,13,2,31,35,37,1,4,4,97,3,3,8,0.12989691,0.13365319,0.002941177,0.10116044,0.05877649,0.31587365,0.004798081,0.046739984,0.043100327,0.44062501,0.012683824,0.009007353,0.003998401
29007,25783,51,78,27,44,75,59,29,22,63,63,97,14,5,8,0.18501702,0.15384616,0.065624639,0.16030796,0.076350696,0.29666775,0.014558395,0.090193927,0.082519308,0.44261724,0.027847806,0.012682775,0.003990079
29009,35726,51,85,15,1,82,14,14,54,91,91,88,44,30,33,0.20068674,0.13660619,0.001679449,0.18380328,0.043937791,0.24724445,0.025819115,0.11831911,0.10789826,0.41986227,0.084840171,0.054442141,0.017967688
29011,12166,38,94,4,2,57,37,20,52,18,18,69,11,13,4,0.24221741,0.11389961,0.002712478,0.13066244,0.059743386,0.26724139,0.025260625,0.062610403,0.061039213,0.40876213,0.023754727,0.023919119,0.002405774
29013,16643,46,78,40,5,70,35,22,39,24,24,75,9,2,4,0.18464193,0.16704391,0.005107252,0.14964974,0.058744393,0.27533633,0.020627802,0.067442186,0.066898115,0.41140419,0.020969776,0.007570751,0.002391629
29015,18854,38,80,7,4,70,41,2,16,85,85,97,7,2,2,0.19088703,0.12293714,0.00434921,0.15177275,0.062584363,0.1843171,0.013130445,0.10846084,0.099153392,0.44468018,0.017662035,0.00615254,0.000981716
29017,12356,46,90,45,2,89,15,2,42,2,2,68,1,2,1,0.21656467,0.17207502,0.00242797,0.20875029,0.044603407,0.18619819,0.021670524,0.04169992,0.04020004,0.40814179,0.009307219,0.006879249,0
29019,170770,40,84,37,53,8,35,80,12,7,7,89,16,33,34,0.19710633,0.1641428,0.083914034,0.06580805,0.058390565,0.44040012,0.011854284,0.051515348,0.041094877,0.42162558,0.031867422,0.060186215,0.018841445
29021,89561,62,71,70,37,54,76,55,31,40,40,46,33,22,30,0.18071064,0.20508766,0.050758701,0.12717335,0.094164453,0.36426935,0.017844224,0.076819934,0.070430145,0.40087762,0.059278034,0.038688716,0.016216543
29023,42951,66,89,41,39,82,66,48,16,72,72,86,6,5,4,0.21318902,0.16828594,0.05559824,0.18785979,0.081649728,0.34859535,0.013269575,0.098942094,0.089905806,0.4171032,0.017275499,0.012060255,0.001912732
29025,9083,19,37,25,8,43,11,15,38,8,8,38,8,5,2,0.13422363,0.15130024,0.007596609,0.11386535,0.041453566,0.25302827,0.020188425,0.053673789,0.05239521,0.39865685,0.019266762,0.012000441,0.000807537
29027,44566,30,41,53,29,65,23,18,14,7,7,15,8,9,5,0.14404656,0.18432304,0.036754478,0.14319327,0.050773993,0.26328173,0.01244582,0.051342297,0.046432558,0.38780686,0.019095274,0.017838711,0.002972136
29029,43927,23,63,2,5,50,11,7,30,68,68,96,12,14,17,0.17305611,0.10748722,0.005076604,0.12331518,0.040900405,0.21315978,0.017554335,0.094561711,0.089056887,0.43581396,0.024996016,0.025018781,0.008896585
29031,77606,42,77,24,47,39,56,52,35,20,20,90,10,13,17,0.18334231,0.15012375,0.076089479,0.10939075,0.073938578,0.35670415,0.019063601,0.06438721,0.054210298,0.42231271,0.022201892,0.023838364,0.008994798
29033,9096,29,41,24,12,43,42,15,42,70,70,96,3,2,2,0.14277703,0.14973262,0.012203166,0.11398881,0.064569533,0.25,0.021523179,0.095964566,0.090108871,0.43458664,0.013192612,0.006156552,0.000551876
29035,6284,67,89,18,1,90,89,26,65,82,82,71,8,1,1,0.21250202,0.14295775,0.000636537,0.21660395,0.11740725,0.28658786,0.0317978,0.1024216,0.10019417,0.40945259,0.019096117,0.002068746,0
29037,100781,8,17,16,29,15,4,13,33,25,25,33,23,13,12,0.098606139,0.13888489,0.036346138,0.077063836,0.030649625,0.24440637,0.018421398,0.068445168,0.067783557,0.39735666,0.042051576,0.023427036,0.006641191
29039,13892,56,95,40,1,76,6,31,22,87,87,96,4,1,3,0.24939145,0.16715464,0.000719839,0.16366999,0.034722224,0.30267614,0.014735772,0.10933028,0.10673326,0.43651024,0.013820904,0.003167291,0.00152439
29041,7650,19,56,6,20,66,12,9,9,2,2,96,1,1,1,0.16414073,0.11977284,0.021699347,0.14478052,0.042076688,0.22904649,0.0108585,0.039888684,0.036743093,0.43803921,0.008104575,0.00379085,0
29043,80904,14,22,21,6,21,7,21,45,23,23,56,14,9,7,0.11111806,0.14551057,0.005858796,0.087222047,0.03516344,0.26946369,0.022717388,0.065748245,0.063112952,0.40318155,0.027748937,0.017638188,0.003579912
29045,6919,16,38,14,2,55,24,11,20,4,4,61,1,1,1,0.13689335,0.13478956,0.002601532,0.12986472,0.051182494,0.23579244,0.014119308,0.046610169,0.045124166,0.4054054,0.003035121,0.001589825,0
29047,230361,14,12,46,38,16,10,30,17,17,17,28,35,25,24,0.088468008,0.17446305,0.053064536,0.079651952,0.040489987,0.30060679,0.01341302,0.061896898,0.056874219,0.39467183,0.063830249,0.045654431,0.012956795
29049,20498,11,13,35,18,16,5,18,29,11,11,33,8,7,8,0.093186721,0.16065685,0.017513905,0.079723075,0.031946506,0.2620109,0.017087666,0.058515016,0.0542132,0.39730707,0.018977461,0.01580642,0.004333829
29051,76533,24,34,53,64,20,45,40,14,6,6,11,13,17,11,0.12904263,0.18373558,0.1152444,0.085476987,0.066388212,0.32351944,0.012292855,0.049794719,0.038647924,0.38477519,0.026707433,0.030326787,0.006146428
29053,17593,22,45,33,43,47,15,26,14,10,10,7,5,4,3,0.1468405,0.15914325,0.060819644,0.11917705,0.045314427,0.28729963,0.012484587,0.056642115,0.05731754,0.3794691,0.015119649,0.011368157,0.001541307
29055,24660,73,88,60,1,96,25,22,59,96,96,77,6,2,4,0.21028076,0.1933932,0.002189781,0.2297729,0.052207541,0.27317649,0.028359652,0.13254902,0.12342308,0.41208434,0.017234387,0.007055961,0.002255881
29057,7618,39,85,34,4,65,9,7,17,51,51,77,7,2,1,0.19881226,0.15931259,0.004856918,0.14220685,0.039123632,0.21377152,0.013458529,0.083085172,0.079300292,0.4120504,0.017852455,0.00669467,0
29059,16564,62,90,35,1,82,47,13,65,97,97,73,7,2,25,0.21866976,0.16095157,0.000784835,0.18153954,0.067018554,0.23992322,0.031989764,0.13767783,0.13499084,0.41034773,0.01823231,0.007003139,0.013595649
29061,8277,35,57,2,9,78,58,8,72,14,14,83,3,2,11,0.16695739,0.10603204,0.008940438,0.16980098,0.074827701,0.22382672,0.038070232,0.060006,0.055308506,0.41488463,0.013289839,0.006040836,0.005579258
29063,12782,35,46,5,58,66,42,59,12,30,30,1,21,6,1,0.14997305,0.11705144,0.097246125,0.14548706,0.064430244,0.37326944,0.01171459,0.071297571,0.067504965,0.31833827,0.038491629,0.013691128,0
29065,15612,71,94,49,3,91,47,26,59,72,72,90,4,5,1,0.23838198,0.17748705,0.003971304,0.22293578,0.067229733,0.28918919,0.028209459,0.098975547,0.084805094,0.42332822,0.013515244,0.012234178,0
29067,13516,48,91,11,1,89,14,15,35,69,69,93,2,1,7,0.22182833,0.13011457,0.000591891,0.20792079,0.044153877,0.25279516,0.018950161,0.095256843,0.092062891,0.42630956,0.01065404,0.003995265,0.003411029
29069,31562,86,98,79,58,98,83,57,39,51,51,88,34,16,19,0.2774401,0.21482413,0.097617388,0.26965207,0.10219441,0.36908817,0.020676542,0.082351953,0.076916218,0.4199037,0.061086114,0.029022241,0.009823338
29071,101828,23,27,28,11,61,24,18,28,32,32,25,5,8,6,0.11868484,0.15424585,0.010340967,0.13419163,0.051058501,0.26368535,0.016510084,0.072704002,0.069765136,0.3926425,0.015938642,0.016203795,0.003056495
29073,14948,32,53,15,4,71,25,16,58,19,19,88,3,2,7,0.15880416,0.13813742,0.004415306,0.15443181,0.0518732,0.2536023,0.027537623,0.063492067,0.058917895,0.41985551,0.012978325,0.006689858,0.003362152
29075,6785,22,60,2,11,41,26,20,38,22,22,97,1,2,10,0.17031963,0.10575342,0.010611643,0.11132813,0.052401748,0.26673946,0.020014556,0.065401562,0.063198216,0.44288874,0.00899042,0.007958733,0.005094614
29077,283206,48,80,46,26,26,42,72,13,29,29,92,17,19,19,0.18979239,0.17478263,0.030924486,0.094730601,0.064808205,0.41472158,0.011984847,0.07072974,0.065821305,0.42596555,0.033452682,0.034370739,0.010158665
29079,10256,46,86,15,6,61,65,30,68,4,4,97,1,1,4,0.2030763,0.13714285,0.00624025,0.13433053,0.079861969,0.29824993,0.035740696,0.047709923,0.044603653,0.44666538,0.009165366,0.004290171,0.002464876
29081,8722,34,65,14,9,76,15,19,45,17,17,95,8,10,4,0.17464425,0.13611691,0.00836964,0.16508095,0.045327365,0.26608843,0.022663683,0.061827958,0.058808617,0.43086448,0.019490942,0.0198349,0.002238388
29083,22034,37,82,26,17,50,31,15,33,41,41,87,8,3,5,0.19338982,0.15192372,0.01720069,0.12216528,0.056419417,0.25152344,0.018386215,0.077173799,0.065112948,0.41808113,0.020105291,0.008713806,0.002731666
29085,9335,41,96,4,1,78,21,2,2,96,96,100,4,2,1,0.26018912,0.11464038,0.00171398,0.16890861,0.049695492,0.18830694,0.007308161,0.13406888,0.12594752,0.47734332,0.013926085,0.006213176,0
29087,4615,15,29,8,2,28,57,26,31,7,7,94,1,1,1,0.12371823,0.12342216,0.003466956,0.09770453,0.074178405,0.2882629,0.017840376,0.051803887,0.050539955,0.42903575,0.002600217,0.004333695,0
29089,10182,25,57,18,37,53,37,16,30,20,20,56,4,3,4,0.16699989,0.14234306,0.051365156,0.12638615,0.060069725,0.25744167,0.017430946,0.064530388,0.058175407,0.40316245,0.013651542,0.009624829,0.001877179
29091,40326,58,92,34,2,73,55,41,35,53,53,92,8,8,11,0.23153158,0.15977684,0.003099737,0.15688944,0.072126918,0.32964396,0.019246142,0.083802521,0.080463812,0.42615187,0.018945593,0.0165154,0.005718502
29093,10322,73,93,50,24,83,81,31,42,92,92,55,1,1,3,0.23362201,0.17884687,0.02606084,0.19381984,0.096885815,0.30202669,0.02125556,0.12082324,0.11015531,0.4028289,0.008234838,0.004068979,0.001235789
29095,680905,67,68,90,84,39,77,70,23,41,41,61,44,32,38,0.17875434,0.22835667,0.23536029,0.10957411,0.096234769,0.4070532,0.014853271,0.077135719,0.056784227,0.4056322,0.086611204,0.056868434,0.021771682
29097,117184,51,62,49,20,61,40,55,41,17,17,75,40,23,28,0.17120746,0.17772312,0.02112063,0.13633302,0.062325623,0.35947627,0.020892374,0.062370136,0.056595799,0.41131896,0.07422515,0.040602814,0.015202443
29099,221577,19,21,34,10,51,14,3,18,53,53,8,6,9,6,0.10919915,0.1594971,0.009603885,0.12425905,0.044188317,0.1899378,0.013684596,0.084745914,0.082953125,0.38105038,0.017470226,0.01787189,0.003244298
29101,54155,36,58,14,31,22,23,67,48,48,48,72,21,13,5,0.16966015,0.13584964,0.044021789,0.090083688,0.050973911,0.39602423,0.024335286,0.08000803,0.065841869,0.40997139,0.038057428,0.023949774,0.002954284
29103,4035,37,88,8,6,76,34,8,16,43,43,87,2,5,3,0.20856564,0.12532412,0.005700124,0.16253644,0.058022499,0.2196566,0.013025459,0.077675492,0.069988802,0.41809168,0.011400248,0.011895911,0.001184133
29105,35514,63,84,41,5,82,44,30,67,66,66,68,10,2,2,0.19537364,0.16847713,0.005209213,0.18596813,0.06541159,0.29929864,0.034034699,0.092614457,0.086790994,0.40797997,0.022019485,0.007630793,0.000516796
29107,32916,21,25,44,19,39,40,13,11,32,32,66,12,5,16,0.11510389,0.17068626,0.020081419,0.10878177,0.0614953,0.24309979,0.011525629,0.073177204,0.068149395,0.40709686,0.025428362,0.012304047,0.00803761
29109,38244,47,79,12,1,75,51,26,63,33,33,74,37,14,17,0.18763304,0.1320419,0.001228951,0.16060713,0.068977423,0.28778568,0.030104261,0.073405989,0.070146315,0.4105742,0.068690516,0.026330927,0.008837948
29111,10172,18,32,8,26,51,29,18,40,11,11,87,6,9,23,0.12825926,0.12435026,0.029984271,0.12439831,0.055122204,0.26313052,0.020800833,0.057558376,0.048810005,0.41860008,0.016220998,0.018285489,0.012220489
29113,53850,33,47,36,18,61,9,9,28,70,70,8,9,7,3,0.15044399,0.16234523,0.018700093,0.13614285,0.039409667,0.22629474,0.016812628,0.096289299,0.088235296,0.38161561,0.021541318,0.015004642,0.001459617
29115,12401,33,68,34,4,50,71,16,15,4,4,89,7,2,6,0.17888562,0.159375,0.004596403,0.12236981,0.087821044,0.25393537,0.012841756,0.045508508,0.042079207,0.42149827,0.017901782,0.006209177,0.003106877
29117,15042,35,56,40,24,62,34,31,14,6,6,99,5,3,6,0.16556194,0.16692546,0.025927404,0.13687465,0.057813596,0.3008059,0.01226349,0.050023157,0.049478784,0.4559899,0.015423481,0.008775429,0.003153469
29119,22763,73,90,52,15,92,43,29,88,61,61,11,52,50,54,0.21683639,0.18175618,0.015068312,0.2236931,0.065159895,0.2970666,0.06936764,0.088840306,0.080716543,0.38351712,0.11347362,0.092298903,0.033902381
29121,15460,33,80,12,24,50,21,16,19,64,64,95,3,2,4,0.19077431,0.13253948,0.026455369,0.12356807,0.049815793,0.25708795,0.013935608,0.090801887,0.082197741,0.43143597,0.012095731,0.007503234,0.002082332
29123,12401,45,77,2,18,96,66,14,1,72,72,89,1,2,1,0.18353288,0.10532762,0.017740505,0.2358357,0.080645159,0.24516129,0.004086021,0.098119862,0.10193622,0.42165953,0.004918958,0.007418756,0
29125,9057,44,81,9,3,77,12,20,35,84,84,67,1,4,8,0.19233349,0.12797375,0.00419565,0.16776419,0.042864893,0.26831254,0.019262074,0.10650407,0.099768579,0.4077509,0.005520592,0.011151595,0.004340749
29127,28840,66,77,80,37,73,69,48,10,33,33,90,5,6,1,0.18310475,0.21619411,0.050381415,0.15660338,0.084723093,0.35137787,0.011058593,0.073795065,0.06870643,0.42243412,0.015429959,0.013696255,0
29129,3718,22,54,6,7,45,42,13,69,2,2,86,2,4,14,0.16048364,0.11937173,0.007261969,0.11755486,0.063872255,0.24085163,0.035928145,0.041614905,0.044065803,0.41715977,0.009951587,0.010220549,0.007318696
29131,24956,47,85,54,4,62,18,8,38,50,50,74,6,6,8,0.20108232,0.18540986,0.004407757,0.13832769,0.047397375,0.22407956,0.019995768,0.081977531,0.081949934,0.41060266,0.017350538,0.01450553,0.004231908
29133,14208,99,99,93,86,98,89,67,85,96,96,7,8,2,1,0.29208437,0.24068095,0.2409206,0.26944107,0.11764706,0.40173578,0.059402123,0.13207547,0.084060632,0.37943411,0.019214528,0.006052928,0
29135,15801,30,35,6,30,78,44,22,52,26,26,8,24,16,38,0.13049498,0.12007215,0.038984876,0.17046852,0.065606363,0.27326947,0.025302729,0.069556303,0.068113238,0.3807354,0.045313589,0.029048795,0.021507319
29137,8680,13,45,1,24,27,21,16,20,12,12,77,2,2,6,0.14721346,0.094928481,0.026612904,0.095050804,0.049530316,0.25704527,0.01423285,0.05924933,0.056608606,0.41244239,0.011290323,0.006336405,0.003131227
29139,11939,52,66,57,13,80,24,23,12,68,68,76,5,3,4,0.17624021,0.18786216,0.013652734,0.17579909,0.051292572,0.27636439,0.011694707,0.093931995,0.088695019,0.41159227,0.015662953,0.008878466,0.002256873
29141,20225,52,94,11,12,89,66,12,4,92,92,96,8,5,17,0.23971981,0.13092825,0.012410383,0.20816581,0.081541218,0.23694317,0.008320533,0.12196139,0.11069668,0.43609396,0.019431397,0.011915945,0.008576549
