county,population,sdi_score,fpl_100_score,sing_parent_fam_score,black_score,dropout_score,no_car_score,rent_occup_score,crowding_score,nonemp_score,unemp_score,highneeds_score,hisp_score,foreignb_score,lingisol_score,percnt_ltfpl100,percnt_singlparntfly,percnt_black,percnt_dropout,percnt_hhnocar,percnt_rentoccup,percnt_crowding,percnt_nonemp,percnt_unemp,percnt_highneeds,percnt_hispanic,percnt_frgnborn,percnt_lingisol
13131,25243,97,99,94,90,97,76,73,58,89,89,75,51,33,55,0.30664366,0.24731018,0.28213763,0.24365482,0.094498381,0.42179072,0.027615966,0.11199836,0.087592222,0.41104466,0.10513806,0.057837818,0.034843583
13133,16331,54,95,25,94,82,74,24,31,25,25,99,34,26,37,0.24927375,0.15081897,0.36341926,0.18125935,0.091098852,0.28134784,0.017891755,0.067993924,0.053872053,0.4624334,0.061968036,0.048680425,0.020575518
13135,859234,44,38,56,86,54,5,44,60,52,52,3,69,85,84,0.13779122,0.18635465,0.24747507,0.12756284,0.032830078,0.33643168,0.028925212,0.083307393,0.068484575,0.36944535,0.20348705,0.24622047,0.086483687
13137,43527,45,68,14,30,90,20,15,74,43,43,95,57,49,45,0.1781968,0.13545854,0.038160224,0.218107,0.048977394,0.25134555,0.041442413,0.077690497,0.069187351,0.43423623,0.13518046,0.090036072,0.026776103
13139,187916,63,77,37,47,91,32,42,82,39,39,37,79,68,76,0.18402261,0.16457106,0.073495604,0.21998183,0.057104144,0.33162344,0.053184282,0.076372236,0.07293734,0.39831626,0.27093488,0.1570276,0.069492839
13141,8881,66,99,40,100,98,91,7,1,100,100,3,8,14,1,0.30311289,0.16718848,0.73223734,0.27399164,0.130373,0.21740675,0.006394316,0.16064432,0.18070652,0.36853957,0.019479789,0.026010584,0
13143,28565,59,86,38,35,90,16,29,35,92,92,42,3,7,5,0.20325261,0.1662195,0.049081042,0.21570379,0.046026275,0.29572347,0.019099971,0.1233524,0.12312158,0.39992997,0.01319797,0.016033608,0.002888288
13145,32776,6,13,7,73,34,4,1,10,51,51,6,16,12,2,0.092549041,0.1228913,0.16213083,0.10423781,0.030855661,0.16257563,0.011063094,0.082443342,0.073542945,0.3773798,0.031577986,0.022150354,0.000864304
13147,25498,46,90,42,79,83,15,20,8,23,23,91,19,12,11,0.2193221,0.1689326,0.19829006,0.19492619,0.045002513,0.26670015,0.010748368,0.06611485,0.056332886,0.42493528,0.036042042,0.0221586,0.005524862
13149,11617,65,87,36,58,96,42,22,42,92,92,26,10,1,1,0.20502749,0.16340971,0.098304212,0.23498461,0.064806275,0.2728321,0.021678967,0.12337792,0.11716682,0.39347509,0.023327881,0.001979857,0
13151,211512,35,34,73,95,34,4,21,16,83,83,6,35,41,18,0.12948158,0.20977169,0.38381746,0.10441914,0.030506112,0.27101207,0.01287688,0.10486446,0.098923452,0.37848917,0.062521279,0.074350394,0.009433559
13153,147570,48,63,55,90,34,13,47,48,72,72,26,36,33,34,0.17231299,0.18601273,0.29121771,0.1042403,0.043127336,0.34713879,0.023916237,0.097836845,0.074693076,0.39339975,0.064803146,0.058385849,0.01856019
13155,9408,46,96,37,90,70,53,15,2,30,30,22,2,2,3,0.25991637,0.16371268,0.2841199,0.14923984,0.070815451,0.24892704,0.007050889,0.071317829,0.041124634,0.39094388,0.01009779,0.007865646,0.001532802
13157,61420,27,38,18,46,79,24,10,27,46,46,21,36,24,23,0.13659514,0.14306054,0.070709869,0.17310391,0.051121246,0.23023565,0.016011022,0.078337215,0.073282614,0.39026377,0.067176819,0.042917617,0.012732801
13159,13593,66,87,42,81,89,30,21,59,94,94,15,22,18,16,0.20710939,0.16959697,0.21062312,0.21317196,0.055792328,0.27043781,0.028477333,0.12815794,0.07603588,0.38725814,0.039799899,0.032590304,0.008330105
13161,14990,69,91,67,73,89,69,13,73,25,25,32,52,33,58,0.22306862,0.20213036,0.16270848,0.21285433,0.084196888,0.24241303,0.038675055,0.068154506,0.067059539,0.39706472,0.11054036,0.058305535,0.040340487
13163,16374,97,99,95,99,98,94,50,63,100,100,74,17,11,16,0.30847371,0.25056717,0.54268962,0.27173415,0.16575862,0.35231963,0.030543173,0.17407596,0.11864942,0.41089532,0.033162329,0.021192133,0.008089813
13165,8922,97,100,98,94,99,76,47,82,84,84,14,41,23,35,0.33790058,0.27099067,0.33411792,0.2878533,0.095851213,0.34105864,0.054649498,0.10769708,0.080140904,0.3866846,0.077785254,0.041134275,0.019456366
13167,9794,73,92,48,94,97,88,27,38,61,61,2,1,3,1,0.23133029,0.17644502,0.34551767,0.24315883,0.11639891,0.28978479,0.020006062,0.088690192,0.079295151,0.36328363,0.00398203,0.009393507,0
13169,28738,30,57,36,87,59,10,3,7,71,71,26,1,3,6,0.1676331,0.16308358,0.2561765,0.13295549,0.039996125,0.19155529,0.010071664,0.096693307,0.081081077,0.39352077,0.005845918,0.009186443,0.003098974
13171,18114,55,91,30,92,71,50,30,8,100,100,92,10,13,1,0.22074911,0.1554206,0.30490229,0.15276943,0.068574093,0.30057535,0.010573783,0.16056089,0.10570711,0.42624488,0.02230319,0.023407308,0
13173,10403,96,97,98,87,96,66,55,67,99,99,58,30,11,7,0.26640773,0.27408257,0.24752475,0.23601148,0.081896551,0.36314654,0.033674568,0.1474359,0.10597748,0.40421033,0.052869365,0.021532251,0.003771552
13175,47886,75,98,70,94,82,69,55,39,25,25,85,12,13,21,0.27478838,0.20527069,0.3604185,0.18865497,0.084410429,0.36354876,0.020521542,0.068332069,0.041300159,0.41657269,0.025038633,0.023890072,0.0111678
13177,28946,23,28,43,79,58,6,25,9,26,26,4,11,21,15,0.12330844,0.16991574,0.19830029,0.13196106,0.033349976,0.28397405,0.010883674,0.069688469,0.07132642,0.37055206,0.024459338,0.037863608,0.007688467
13179,64427,70,67,81,96,30,41,93,17,95,95,56,53,34,32,0.17749606,0.21702868,0.39340648,0.10033891,0.063243695,0.52547616,0.013337402,0.12964185,0.083490595,0.40335575,0.11662813,0.060269762,0.017172994
13181,7720,57,95,42,93,82,81,14,1,73,73,62,1,7,6,0.25032732,0.16914499,0.32564768,0.18737778,0.09751825,0.24613139,0.006423358,0.099812262,0.089047194,0.40595856,0.007124352,0.015284974,0.003211679
13183,16588,77,69,91,83,68,39,55,59,100,100,15,53,41,34,0.17931961,0.23397954,0.23185435,0.14799069,0.061191946,0.35997608,0.02850309,0.15792637,0.13806118,0.38781047,0.11719315,0.073908851,0.018337652
13185,113203,91,97,75,94,76,67,91,61,96,96,80,30,23,24,0.26455623,0.21373673,0.35714602,0.16205692,0.082053497,0.48662531,0.029342962,0.13239141,0.09655764,0.41376996,0.053540982,0.040387623,0.01314585
13187,30921,47,79,16,19,70,5,48,38,50,50,88,25,20,16,0.18840235,0.13932146,0.019792374,0.14965442,0.033195022,0.3507126,0.019935053,0.081694916,0.080714524,0.41948837,0.046182208,0.036674105,0.008479163
13189,21582,91,96,95,97,96,68,56,66,80,80,68,13,9,14,0.25443259,0.25261584,0.41622648,0.23082866,0.083630547,0.36588365,0.032714304,0.10151692,0.06596972,0.40788621,0.026179224,0.018487629,0.00725618
13191,14007,55,89,67,94,82,24,8,3,65,65,85,6,9,10,0.21287628,0.20252816,0.34775469,0.18645211,0.051548339,0.22356495,0.007741692,0.091280416,0.074211501,0.41657743,0.017062897,0.018704934,0.004909365
13193,14045,97,99,93,100,99,91,63,32,100,100,1,22,17,23,0.29609439,0.24108604,0.59209681,0.28256842,0.13748932,0.38642186,0.018360376,0.19465795,0.11222628,0.34225702,0.039943039,0.031470273,0.012809564
13195,28232,52,62,48,55,82,11,23,61,64,64,38,24,21,10,0.17146124,0.17645398,0.089437515,0.1840494,0.041196667,0.27768514,0.029328102,0.091212742,0.078610264,0.39866111,0.045055255,0.037262682,0.004904365
13197,8739,80,89,81,93,97,53,23,57,99,99,6,39,25,29,0.21267231,0.2169615,0.31536788,0.24409969,0.071031094,0.2782324,0.027168576,0.14734438,0.13470116,0.37693101,0.072433919,0.046687264,0.015711948
13199,21297,79,92,41,95,97,76,43,72,96,96,67,9,4,3,0.2268827,0.16870676,0.38296473,0.26410222,0.096059427,0.33413067,0.038146798,0.13260065,0.12072146,0.40771002,0.020284547,0.011644833,0.001636661
13201,5936,80,98,74,92,88,65,47,89,17,17,95,1,1,1,0.27877948,0.21001221,0.31064689,0.20431976,0.079966329,0.3425926,0.071127944,0.062338781,0.065796629,0.43143532,0.001010782,0.001516173,0
13205,22982,87,99,57,98,97,93,46,69,99,99,7,23,11,11,0.28663656,0.18768997,0.47241318,0.25892916,0.14545454,0.34004915,0.036240786,0.14512737,0.055687461,0.38021061,0.043555826,0.021495083,0.005896806
13207,26915,39,38,14,86,82,41,13,49,84,84,14,10,8,16,0.13646489,0.13601452,0.23908602,0.18258412,0.063354559,0.24256341,0.024423338,0.10801513,0.064637557,0.38666171,0.022478173,0.017425228,0.008245486
13209,8968,56,96,23,88,83,41,29,68,31,31,26,34,24,13,0.2534489,0.14838086,0.2631579,0.19487956,0.063375793,0.29554141,0.03566879,0.071933962,0.068360105,0.39328724,0.05999108,0.044045497,0.00700637
13211,17900,27,41,32,83,80,10,8,21,29,29,60,15,11,22,0.14305107,0.15717493,0.23145251,0.17586321,0.040666874,0.22327828,0.014334683,0.070630014,0.062380951,0.4049162,0.029273743,0.021284916,0.011685884
13213,39401,75,85,49,9,99,21,40,77,89,89,11,58,42,29,0.1996298,0.17802596,0.008984543,0.29973507,0.04924136,0.3239674,0.044043269,0.11325204,0.10990093,0.38483796,0.1394127,0.077713765,0.016015735
13215,200285,89,87,95,97,61,85,92,39,89,89,58,39,30,39,0.20462121,0.25624663,0.44153082,0.13634689,0.10890599,0.50156677,0.020409565,0.11204492,0.067281142,0.40415907,0.072656468,0.054442421,0.021838922
13217,102645,66,62,89,96,73,24,30,40,91,91,32,27,33,28,0.17130934,0.22543888,0.41289884,0.1572428,0.051441934,0.29849023,0.020842355,0.11983333,0.093122773,0.39694092,0.048935652,0.057810903,0.015588464
13219,34400,1,6,3,38,9,1,5,4,5,5,2,25,30,26,0.072898343,0.10909282,0.052645348,0.068460643,0.023316499,0.20429292,0.008080808,0.049047824,0.048032109,0.36581394,0.046656977,0.054215115,0.014562289
13221,14688,27,53,21,72,89,11,14,6,8,8,59,22,8,17,0.15929569,0.1455458,0.15972222,0.20802052,0.041862145,0.24792494,0.009743775,0.053122528,0.056338027,0.40447986,0.039351851,0.0166122,0.009022013
13223,147400,16,31,28,74,34,3,6,20,58,58,5,31,26,24,0.12595001,0.15426701,0.17307328,0.1036838,0.027591122,0.20971289,0.014151904,0.087298721,0.083399132,0.37563094,0.054837178,0.047795117,0.013174506
13225,27086,72,90,53,98,70,55,47,41,90,90,56,38,33,39,0.21934889,0.18439819,0.45481059,0.1494322,0.073030882,0.34493512,0.021124635,0.11586841,0.061165515,0.40312338,0.071992911,0.059477221,0.022331757
13227,29740,19,25,4,14,76,7,10,14,46,46,61,16,19,22,0.11598629,0.11341166,0.014458641,0.16591741,0.035353534,0.2302853,0.012404749,0.078426808,0.086306363,0.40544721,0.030733019,0.033557497,0.011607301
13229,18934,64,94,66,48,86,15,15,43,68,68,67,29,14,36,0.23737213,0.2011109,0.078219078,0.20134875,0.045718431,0.25268504,0.022206096,0.093858019,0.082574032,0.40773213,0.051230591,0.025404034,0.020174166
13231,17812,20,28,13,63,57,7,1,28,84,84,12,4,4,2,0.12189823,0.13331947,0.11166629,0.13065791,0.036396876,0.16320425,0.016785774,0.10673235,0.1010395,0.38547048,0.014035482,0.010779249,0.000498587
13233,41215,76,90,51,67,97,55,41,61,83,83,40,55,42,51,0.21499865,0.18066622,0.13279146,0.24758531,0.072478563,0.32754865,0.029263645,0.104989,0.094793156,0.39956325,0.12740508,0.07664685,0.030760854
13235,11590,71,81,58,94,83,41,65,44,36,36,99,25,12,21,0.19184485,0.19010705,0.33572045,0.19139378,0.063085891,0.39295667,0.022295414,0.0757851,0.057475444,0.45375323,0.046678171,0.022519413,0.011147707
13237,21247,33,56,43,88,72,4,20,2,23,23,90,36,38,57,0.16418123,0.16996621,0.26591989,0.15515924,0.031080123,0.26672181,0.007445049,0.066141732,0.0487253,0.4229303,0.066409372,0.068997979,0.039116047
13239,2326,66,94,43,98,98,81,16,1,88,88,96,1,2,1,0.23989682,0.17011128,0.49226138,0.2693662,0.097536944,0.2541872,0.00591133,0.11037234,0.06169666,0.43551162,0,0.006878762,0
13241,16266,36,90,6,18,62,20,19,32,39,39,99,43,38,40,0.21624663,0.11944381,0.018135989,0.13874367,0.04919723,0.26513478,0.018117543,0.076249599,0.070812024,0.45327678,0.08102791,0.068486415,0.022536457
13243,7315,97,99,82,100,98,96,64,73,84,84,99,3,15,1,0.30177265,0.2180652,0.61886537,0.270753,0.2229778,0.39047959,0.03865426,0.10731708,0.045212764,0.45194805,0.012303486,0.027067669,0
13245,201291,96,96,98,99,77,81,86,42,92,92,68,24,20,18,0.25170231,0.27020568,0.54054081,0.16741039,0.097512685,0.46915954,0.021722157,0.12210637,0.071053587,0.40788212,0.045441672,0.03620629,0.009675981
13247,86901,64,56,91,98,62,13,35,56,90,90,12,49,52,53,0.16480957,0.23610723,0.48572513,0.13886416,0.043074638,0.31117713,0.026702225,0.1148627,0.085962184,0.38533503,0.099158816,0.10042462,0.032373495
13249,5074,90,93,90,86,96,74,52,57,93,93,2,24,8,13,0.23393773,0.23019986,0.23945606,0.22795497,0.091538049,0.35497606,0.027142096,0.12659423,0.097677186,0.36420968,0.044540796,0.016554987,0.006918574
13251,14206,76,96,62,97,83,83,29,45,82,82,71,6,3,12,0.25219092,0.19537275,0.41996339,0.19008616,0.10132325,0.29754254,0.022495274,0.10246979,0.062178966,0.40947488,0.016260736,0.008517528,0.006238185
13253,8769,61,78,59,94,79,32,15,69,75,75,95,15,6,1,0.18422268,0.1913712,0.33492985,0.17367038,0.057255376,0.25174189,0.03635262,0.10113821,0.066411242,0.43163416,0.028737599,0.014026685,0
13255,63873,85,92,62,93,89,66,63,58,94,94,77,23,18,18,0.22746226,0.19537163,0.32896528,0.21056229,0.080952592,0.38623059,0.027732534,0.12751809,0.10745993,0.4123182,0.042396631,0.032220189,0.009112119
13257,25620,53,80,9,65,86,40,24,51,89,89,87,15,13,11,0.18899819,0.1269127,0.12177986,0.19962709,0.061752554,0.28049576,0.025114154,0.11340009,0.093121484,0.41764247,0.029039813,0.023809524,0.005544683
13259,5868,92,100,94,98,100,96,60,6,100,100,1,71,88,23,0.38416627,0.24419779,0.48687798,0.38968682,0.19179665,0.37781629,0.009820913,0.15322581,0.089473687,0.32634628,0.217621,0.25835037,0.012709416
13261,31429,98,100,98,99,96,89,73,50,99,99,92,30,17,28,0.33183444,0.28064039,0.51589298,0.23464656,0.12154696,0.41673243,0.024993423,0.14785348,0.089449175,0.42559421,0.052531101,0.029463235,0.015171446
13263,6490,74,85,73,99,91,82,3,61,84,84,5,8,3,8,0.19978335,0.2094329,0.57365179,0.22010177,0.10093809,0.19624765,0.029643526,0.10611644,0.072463766,0.37503853,0.019414485,0.00862866,0.004502814
13265,1721,74,99,47,99,99,91,18,33,92,92,97,10,6,1,0.29988262,0.17560975,0.58628702,0.31016043,0.13154173,0.26308346,0.018387552,0.12234911,0.18473895,0.44509006,0.022080187,0.014526438,0
13267,25302,77,99,57,90,97,71,33,74,49,49,1,51,24,32,0.29209995,0.18796447,0.28879139,0.26355568,0.086928934,0.30824873,0.039974619,0.08059781,0.077014215,0.33487472,0.10690854,0.042763419,0.017131981
13269,8401,77,99,37,95,97,59,29,80,100,100,77,10,4,1,0.28695229,0.16397515,0.39150101,0.24470876,0.074889868,0.29750368,0.047870778,0.20801415,0.15804461,0.41197476,0.022735389,0.01071301,0
13271,16416,81,98,62,94,97,81,69,65,3,3,1,57,59,18,0.28488094,0.19604996,0.35538498,0.26425841,0.099262618,0.40366799,0.032520324,0.044535331,0.038387716,0.33321151,0.13834064,0.12286793,0.009642655
13273,9213,99,100,98,100,99,91,72,74,100,100,86,11,2,2,0.36212137,0.28146854,0.60490608,0.3004894,0.13134058,0.41364735,0.040458936,0.15435471,0.041535556,0.41701943,0.024096385,0.006512537,0.000603865
13275,44824,87,94,79,94,82,68,67,53,84,84,84,17,14,17,0.23569523,0.21458334,0.3627744,0.18910436,0.083405234,0.40063274,0.025366696,0.10733315,0.075386919,0.41567019,0.033374976,0.026235946,0.008685648
13277,40787,87,99,96,91,86,90,73,33,12,12,77,51,33,29,0.29245964,0.25810513,0.29656509,0.20362398,0.12260211,0.41940963,0.018475261,0.059189454,0.046394002,0.41194499,0.10822076,0.059896536,0.015997734
13279,27210,88,95,70,87,89,85,61,75,73,73,90,53,31,50,0.24818712,0.20546056,0.25604558,0.20755149,0.10663795,0.38030148,0.042786255,0.099874936,0.059598494,0.42263874,0.11392871,0.05505329,0.03014699
13281,10800,23,78,3,7,43,18,4,13,71,71,100,11,19,18,0.1864237,0.11166607,0.006666667,0.11460048,0.047797564,0.20079662,0.011949391,0.097270079,0.096110411,0.51935184,0.024074074,0.033425927,0.009137769
13283,6762,52,84,42,90,96,18,32,27,11,11,65,3,4,15,0.19627054,0.16913946,0.29015085,0.22851153,0.047582794,0.30338788,0.015987819,0.05777115,0.036725663,0.40698019,0.011682934,0.011682934,0.007613247
13285,68867,90,89,93,94,75,83,73,60,92,92,56,19,23,23,0.21447738,0.23905486,0.34255883,0.15979277,0.10265774,0.42118075,0.028971395,0.12118788,0.096241795,0.40324104,0.036084045,0.042269882,0.012781497
13287,8338,87,96,94,95,97,43,29,73,96,96,15,23,24,37,0.25388277,0.24457034,0.38918206,0.25886202,0.065051444,0.29737803,0.039163623,0.13200782,0.064115822,0.38738307,0.042696089,0.042576157,0.020577498
13289,8509,61,98,50,97,100,82,9,16,28,28,45,1,1,1,0.27702945,0.17940199,0.42026091,0.31623366,0.10092654,0.22600926,0.013236267,0.070162199,0.046424091,0.40063462,0.000587613,0.001527794,0
13291,21725,20,37,7,4,50,17,6,1,93,93,100,15,13,10,0.13473406,0.12135756,0.004649022,0.12210376,0.047026444,0.21155918,0.004068445,0.12426268,0.1300682,0.4673878,0.028584581,0.023613349,0.005025727
13293,26528,77,94,21,90,96,87,55,60,89,89,89,11,5,11,0.23703218,0.14684607,0.2840395,0.23374176,0.11192046,0.36312628,0.029136727,0.11411101,0.10315001,0.42049909,0.023786189,0.012175814,0.005610788
13295,68285,51,68,26,32,86,26,24,64,53,53,37,7,4,5,0.17766085,0.15199304,0.045690853,0.20000423,0.052938901,0.28070378,0.031554524,0.083855502,0.077946901,0.39852092,0.018305631,0.011569159,0.002552204
13297,86201,35,39,45,72,68,9,20,27,48,48,30,20,23,18,0.13858584,0.17237763,0.15821162,0.14723472,0.038763609,0.268379,0.015977349,0.079835266,0.067194514,0.3960163,0.037922993,0.041182816,0.009640341
13299,35723,85,99,89,91,82,88,52,65,33,33,62,19,20,25,0.29158011,0.22649308,0.29524395,0.18688415,0.11653838,0.35716856,0.032227896,0.074162498,0.046901505,0.40606892,0.03639112,0.035243399,0.013668082
13301,5561,85,98,86,99,99,91,36,2,100,100,94,1,10,9,0.27083713,0.22310758,0.58766407,0.28921953,0.13458824,0.31200001,0.006588236,0.16312698,0.095991559,0.42869988,0.007732422,0.019960439,0.004705882
13303,20785,78,96,56,99,91,86,31,58,93,93,9,10,7,2,0.25935802,0.18658035,0.52417606,0.22029108,0.10982019,0.30165976,0.027524205,0.12733233,0.064365253,0.38239115,0.021650229,0.015780611,0.001106501
13305,30046,59,86,25,80,81,74,37,15,90,90,11,34,17,25,0.20309345,0.15147696,0.20385408,0.17938021,0.091396779,0.31611365,0.012616729,0.11630132,0.09437032,0.3843773,0.061472408,0.03081941,0.01400755
13307,2720,67,91,98,99,97,76,1,6,15,15,7,2,1,9,0.22451994,0.26836157,0.55845588,0.24340335,0.096045196,0.15913372,0.009416196,0.061349694,0.028680688,0.37904412,0.009558824,0.001838235,0.004708098
13309,7956,88,98,86,96,96,75,57,31,84,84,1,10,7,8,0.2724537,0.22311631,0.41038209,0.23149553,0.093439363,0.3692843,0.017892644,0.10678211,0.093803786,0.26219207,0.021744596,0.015585721,0.003976143
13311,27791,32,80,2,24,67,24,18,31,25,25,81,15,14,14,0.18995211,0.10193693,0.027275017,0.14701782,0.051343232,0.26184165,0.017850831,0.068627454,0.070429966,0.41394696,0.028570401,0.024612285,0.007423118
13313,103456,76,79,46,30,99,37,52,82,83,83,28,85,71,85,0.18811746,0.17431699,0.039417725,0.3144573,0.059783079,0.35670283,0.056630515,0.10492652,0.10506733,0.39522114,0.33055598,0.18270569,0.088387564
13315,8972,58,92,40,94,91,53,24,45,28,28,1,9,12,26,0.23063609,0.16685393,0.37572446,0.22265503,0.071115971,0.28081691,0.022975929,0.070259482,0.050583657,0.34741417,0.021176996,0.022180116,0.014223195
13317,9991,72,99,66,97,86,82,28,8,58,58,96,22,18,31,0.285175,0.20096463,0.42358121,0.20295413,0.10084873,0.29231152,0.010733899,0.087358683,0.044416245,0.43439096,0.039335404,0.032429185,0.016724912
13319,9386,55,67,62,94,82,52,8,59,38,38,72,13,6,9,0.17685755,0.19557522,0.3780098,0.18748049,0.070027165,0.22366436,0.028071234,0.075892858,0.067328446,0.41007885,0.025889622,0.014276582,0.00482946
13321,21156,67,89,57,91,97,53,18,20,83,83,83,9,9,22,0.21197958,0.18813683,0.29684252,0.25373968,0.070797578,0.2624937,0.014134276,0.10404956,0.067544803,0.4151541,0.020939685,0.019096237,0.011610297
15001,191482,52,84,56,6,21,16,44,90,51,51,63,54,56,46,0.19487523,0.18729506,0.006282575,0.087407522,0.046765465,0.33567518,0.07420674,0.082303546,0.06609562,0.4064194,0.12243448,0.11178596,0.027902473
15003,984178,38,16,17,22,24,82,83,92,11,11,82,47,72,81,0.096983157,0.14129712,0.024517922,0.091381095,0.10128164,0.45558813,0.089944512,0.058163587,0.043653701,0.41455102,0.092499524,0.19068603,0.078610606
15005,85,41,48,1,1,44,96,100,1,1,1,76,26,70,56,0.15189873,0,0,0.11538462,0.2037037,0.96296299,0,0,0,0.41176471,0.047058824,0.16470589,0.037037037
15007,69691,22,20,11,6,19,14,62,90,9,9,56,51,70,58,0.10717914,0.13067348,0.006485773,0.083777547,0.044275831,0.38411069,0.072974779,0.055548932,0.06005488,0.4033089,0.10546555,0.1646841,0.03950011
15009,160863,41,21,45,5,20,32,75,96,27,27,25,51,71,52,0.10955486,0.17189588,0.005569957,0.085097685,0.056749526,0.42345172,0.11535081,0.070034802,0.058175486,0.39258873,0.10827225,0.17874837,0.031685464
16001,417501,15,28,29,11,4,14,41,28,23,23,14,41,35,31,0.12348758,0.15490346,0.010967638,0.05802732,0.044148874,0.32709205,0.016504966,0.065912157,0.061751992,0.38672483,0.07623934,0.063640565,0.017077172
16003,3880,22,34,14,1,44,11,9,29,93,93,32,16,7,8,0.12863825,0.13434248,0,0.11522491,0.040829144,0.22927135,0.016959799,0.12392313,0.11111111,0.39664948,0.030927835,0.015721649,0.004396985
16005,83604,37,79,28,7,19,37,42,46,32,32,66,41,21,17,0.18845922,0.15460527,0.006746089,0.083764777,0.059386723,0.33167732,0.023096664,0.072461151,0.066017464,0.40708578,0.077053733,0.036924072,0.009014937
16007,5939,5,34,3,4,9,1,5,34,1,1,94,23,14,12,0.12892814,0.11008646,0.004714598,0.068199232,0.020460358,0.20417732,0.018755328,0.035628501,0.034496125,0.42970198,0.041252736,0.02492002,0.006393862
16009,9088,56,56,65,2,64,36,23,74,83,83,78,17,5,2,0.16588733,0.19982956,0.003191021,0.14008148,0.059160307,0.27835333,0.039803706,0.10406762,0.082734846,0.41263205,0.032020245,0.012764084,0.000545256
16011,45407,30,37,11,2,69,15,17,80,30,30,39,64,39,49,0.1352077,0.12961152,0.002929064,0.14849874,0.044904068,0.25908285,0.04837393,0.071240105,0.065663777,0.39929968,0.17693307,0.070517763,0.029527826
16013,21309,21,19,47,1,28,4,47,30,1,1,2,70,63,49,0.10438138,0.175083,0.000891642,0.097051762,0.030031376,0.3406544,0.017368892,0.035253055,0.043365523,0.36646488,0.20470224,0.13928387,0.029359031
16015,6885,8,43,1,5,4,2,1,1,89,89,4,19,13,6,0.14490423,0.07562568,0.005228758,0.05898175,0.027272727,0.17474748,0.005723906,0.11172414,0.10323679,0.37298474,0.035584603,0.023674656,0.003030303
16017,41066,17,49,11,1,21,25,22,42,19,19,51,13,10,3,0.15259498,0.13096187,0.000852287,0.087667949,0.051939745,0.27301809,0.021694876,0.063859604,0.064519994,0.40147567,0.026834851,0.019578241,0.001686733
16019,107788,18,36,25,4,22,18,25,49,10,10,52,54,29,30,0.13180648,0.15109624,0.004453186,0.089051411,0.047892928,0.28435916,0.024668811,0.056593932,0.054524742,0.40242884,0.1235388,0.053020746,0.016600339
16021,10961,20,49,3,1,44,32,17,50,6,6,58,23,13,8,0.1525989,0.10858765,0.002372046,0.11493201,0.05697538,0.25955451,0.024853459,0.049804434,0.045430671,0.4041602,0.041693278,0.023994161,0.003985932
16023,2653,13,66,1,19,33,1,4,3,31,31,29,34,21,52,0.17604287,0.092953525,0.019977383,0.10268112,0.022794846,0.20218037,0.007928642,0.072388828,0.071138211,0.39540142,0.061062947,0.037693176,0.03171457
16025,1052,47,90,36,1,55,1,39,62,18,18,88,52,31,29,0.2176806,0.16226415,0,0.12947658,0.016091954,0.31954023,0.029885057,0.0625,0.048387095,0.41920152,0.11311787,0.056083649,0.016091954
16027,198921,61,83,40,3,77,15,36,80,70,70,60,74,47,52,0.19407023,0.16799259,0.003956344,0.1679121,0.045633443,0.31282386,0.04707706,0.095942669,0.091708772,0.40497985,0.24451917,0.084113792,0.031713951
16029,6808,4,10,1,1,20,31,2,22,1,1,71,30,16,22,0.082869604,0.088046961,0.001028202,0.085772634,0.056024559,0.18726017,0.014581734,0.014561463,0.01503038,0.40937132,0.053319626,0.02878966,0.011511896
16031,23369,40,53,14,1,86,16,28,79,10,10,31,77,56,71,0.15957446,0.13479789,0.001583294,0.2007326,0.046301086,0.29306778,0.045783754,0.05700906,0.058661215,0.39633703,0.26227054,0.11254226,0.061950337
16033,901,74,71,74,1,98,14,60,92,2,2,55,89,88,96,0.1809101,0.21052632,0,0.270872,0.043795619,0.3759124,0.087591238,0.039560441,0.00234192,0.40288568,0.41398445,0.27746949,0.13868614
16035,8560,14,35,1,1,61,1,7,11,34,34,27,19,10,7,0.13112354,0.097807758,0.001635514,0.13604319,0.025219299,0.21463816,0.011513158,0.075219683,0.070519432,0.39439252,0.036214951,0.01974299,0.003837719
16037,4234,15,81,1,1,24,5,7,30,1,1,38,13,11,38,0.19236277,0.073432341,0,0.092041314,0.031692132,0.21448784,0.01754386,0.028268551,0.03382187,0.39867738,0.02668871,0.020784128,0.021505376
16039,26175,46,54,4,21,65,6,71,68,56,56,52,61,54,61,0.16117595,0.11483045,0.023839541,0.14364217,0.033316299,0.41154829,0.035360247,0.086513035,0.068198532,0.40210125,0.16080229,0.10376313,0.044557996
16041,12914,10,36,3,1,28,3,6,50,7,7,52,37,21,42,0.1318408,0.10916008,0.000774353,0.097623207,0.029508971,0.20915958,0.024787536,0.0511542,0.045929395,0.40243146,0.068375409,0.038485363,0.024079321
16043,12945,12,18,1,2,38,1,1,80,17,17,52,54,24,45,0.10315327,0.072059244,0.003553496,0.10838221,0.012061648,0.17690417,0.047129773,0.062030438,0.057623275,0.40193126,0.12344535,0.044186946,0.025686843
16045,16731,37,71,8,1,57,15,29,10,97,97,90,42,20,9,0.18013662,0.12380952,0,0.13114199,0.045000792,0.29773411,0.011091745,0.13556056,0.11878807,0.42209074,0.080150619,0.035921343,0.004753605
